employee_id,region,education,gender,age,department,recruitment_channel,no_of_trainings,previous_year_rating,length_of_service,awards_won?,avg_training_score,is_promoted
E45423,region_27,Bachelor's,M,30.0,Operations,other,2,3.0,5,0,60,0
E68920,region_7,Master's & above,M,39.0,Analytics,sourcing,1,5.0,7,0,87,0
E40176,region_26,Bachelor's,M,32.0,Technology,other,1,3.0,5,0,83,0
E64209,region_15,Bachelor's,M,37.0,Procurement,sourcing,1,3.0,9,0,76,0
E51179,region_4,Master's & above,M,34.0,Sales & Marketing,sourcing,1,5.0,3,0,63,1
E46054,region_22,Bachelor's,F,30.0,HR,sourcing,1,5.0,1,1,48,0
E33933,region_18,Bachelor's,M,34.0,Sales & Marketing,sourcing,1,3.0,4,0,54,0
E74708,region_22,Master's & above,F,34.0,Operations,referred,1,4.0,5,0,61,0
E1229,region_2,Bachelor's,F,48.0,Operations,other,2,3.0,2,0,60,0
E16977,region_7,Master's & above,M,40.0,Sales & Marketing,other,3,3.0,6,0,49,0
E50174,region_7,Bachelor's,M,37.0,Technology,other,2,4.0,6,0,77,0
E9760,region_2,Master's & above,M,45.0,Sales & Marketing,sourcing,1,3.0,18,0,49,0
E76780,region_2,Bachelor's,F,32.0,Sales & Marketing,other,1,3.0,5,0,51,0
E20830,region_7,Bachelor's,M,30.0,Technology,other,1,4.0,5,0,78,0
E70224,region_4,Bachelor's,M,41.0,Sales & Marketing,other,1,4.0,10,0,47,0
E43247,region_2,Bachelor's,M,29.0,Sales & Marketing,referred,2,5.0,1,0,52,0
E68319,region_8,Bachelor's,M,36.0,Sales & Marketing,other,1,3.0,8,0,42,0
E35374,region_20,Bachelor's,M,30.0,Sales & Marketing,other,3,1.0,2,0,46,0
E41391,region_7,Master's & above,M,38.0,Operations,other,1,5.0,7,0,59,1
E41657,region_4,Master's & above,F,31.0,Operations,other,1,5.0,4,0,58,0
E4569,region_3,Bachelor's,M,42.0,Sales & Marketing,sourcing,1,3.0,6,0,48,0
E61362,region_3,Bachelor's,M,26.0,Analytics,other,1,3.0,1,0,85,0
E30313,region_2,Master's & above,M,48.0,Analytics,other,3,3.0,7,0,82,0
E46708,region_7,Master's & above,M,40.0,Procurement,other,1,4.0,5,0,68,1
E37813,region_2,Bachelor's,M,32.0,Sales & Marketing,other,2,3.0,4,0,54,0
E51836,region_32,Bachelor's,M,30.0,Finance,other,1,3.0,6,0,65,0
E66666,region_21,Bachelor's,M,30.0,Analytics,sourcing,2,3.0,8,0,86,0
E35498,region_17,Bachelor's,F,32.0,Technology,other,1,4.0,7,0,82,0
E17939,region_17,Bachelor's,F,46.0,Technology,sourcing,1,3.0,13,0,78,0
E1797,region_2,Bachelor's,F,28.0,HR,other,1,3.0,2,0,53,0
E6703,region_2,Below Secondary,M,21.0,HR,sourcing,1,5.0,2,0,50,0
E69228,region_29,Bachelor's,M,30.0,Sales & Marketing,sourcing,3,2.0,2,0,53,0
E72257,region_26,Bachelor's,F,29.0,Operations,other,1,3.0,1,0,62,0
E10939,region_2,Bachelor's,F,29.0,Procurement,other,1,3.0,3,0,71,0
E17007,region_28,Master's & above,M,38.0,Analytics,sourcing,1,1.0,7,0,88,0
E55298,region_17,Bachelor's,M,38.0,Sales & Marketing,other,1,3.0,10,0,50,0
E25820,region_2,Bachelor's,M,34.0,Operations,other,1,4.0,5,0,59,0
E8732,region_23,Master's & above,M,41.0,Sales & Marketing,other,1,3.0,12,0,50,0
E23925,region_28,Bachelor's,M,30.0,Sales & Marketing,sourcing,2,5.0,6,0,46,0
E57771,region_4,Master's & above,M,34.0,Sales & Marketing,sourcing,1,5.0,7,0,50,0
E2036,region_11,Bachelor's,F,37.0,Operations,sourcing,1,5.0,6,0,58,0
E10051,region_16,Bachelor's,M,27.0,Operations,sourcing,1,5.0,4,0,62,0
E49576,region_32,Bachelor's,M,26.0,Sales & Marketing,sourcing,2,3.0,1,0,46,0
E58180,region_2,Bachelor's,F,39.0,Operations,other,1,2.0,5,0,63,0
E43713,region_22,Bachelor's,M,26.0,Technology,referred,1,5.0,2,0,82,0
E12985,region_9,Master's & above,M,30.0,Sales & Marketing,other,2,1.0,2,0,49,0
E9736,region_29,Bachelor's,M,25.0,Analytics,sourcing,1,3.0,1,0,80,0
E6685,region_2,Master's & above,F,39.0,Operations,other,2,5.0,4,0,57,0
E31128,region_20,Bachelor's,F,36.0,Operations,sourcing,1,3.0,8,0,60,0
E50881,region_23,Master's & above,M,40.0,Technology,other,1,2.0,9,0,78,0
E4997,region_10,Master's & above,F,35.0,Operations,other,1,5.0,7,0,62,0
E38134,region_2,Master's & above,M,50.0,Operations,sourcing,1,5.0,7,0,57,1
E8701,region_7,Master's & above,F,35.0,Procurement,sourcing,1,5.0,6,0,68,0
E34785,region_2,Bachelor's,F,32.0,Procurement,sourcing,1,2.0,3,0,71,0
E56712,region_2,Bachelor's,M,42.0,Technology,sourcing,2,5.0,11,1,84,0
E7714,region_4,Bachelor's,M,45.0,Operations,sourcing,1,3.0,3,0,62,0
E11153,region_23,Master's & above,M,43.0,Technology,sourcing,1,3.0,6,0,78,0
E6816,region_31,Bachelor's,M,35.0,Technology,sourcing,1,3.0,2,0,83,0
E1800,region_2,Bachelor's,M,45.0,Operations,other,1,5.0,15,0,59,0
E47558,region_28,Master's & above,M,32.0,Procurement,sourcing,2,2.0,3,0,67,0
E42299,region_27,Bachelor's,F,29.0,Sales & Marketing,sourcing,1,4.0,4,0,47,0
E47144,region_11,Bachelor's,M,32.0,Finance,other,3,5.0,7,0,55,0
E63946,region_22,Master's & above,M,38.0,Operations,other,1,3.0,4,0,65,0
E23091,region_7,Master's & above,F,37.0,HR,other,1,5.0,3,0,50,0
E27422,region_30,Bachelor's,F,26.0,Finance,sourcing,1,3.0,2,0,56,0
E18913,region_26,Bachelor's,M,32.0,Procurement,other,1,2.0,9,0,67,0
E25219,region_19,Bachelor's,M,33.0,Operations,other,1,1.0,4,0,63,0
E20852,region_2,Bachelor's,M,32.0,Operations,sourcing,1,5.0,8,0,59,0
E8704,region_11,Bachelor's,M,28.0,Analytics,other,1,5.0,2,0,83,0
E9228,region_33,Bachelor's,M,45.0,Technology,other,1,1.0,4,0,81,0
E60929,region_2,Bachelor's,M,51.0,Technology,sourcing,1,3.0,6,0,82,0
E24595,region_8,Bachelor's,F,32.0,Operations,other,1,3.0,2,0,61,0
E2180,region_2,Bachelor's,M,25.0,Operations,sourcing,1,4.0,2,0,54,0
E51230,region_4,Master's & above,M,30.0,Sales & Marketing,other,1,4.0,5,0,50,0
E75482,region_4,Bachelor's,M,26.0,Operations,other,1,5.0,3,0,56,0
E9249,region_2,Bachelor's,M,55.0,Operations,other,1,3.0,4,1,59,0
E30867,region_4,Bachelor's,F,30.0,Sales & Marketing,sourcing,1,3.0,8,0,48,0
E75570,region_15,Bachelor's,M,33.0,Analytics,sourcing,1,3.0,8,0,84,0
E9805,region_25,Master's & above,M,35.0,Sales & Marketing,other,1,5.0,6,0,52,0
E4719,region_2,Bachelor's,M,35.0,Sales & Marketing,sourcing,2,5.0,7,0,50,0
E56550,region_2,Master's & above,F,39.0,Technology,sourcing,2,3.0,2,0,78,0
E14893,region_15,Bachelor's,F,30.0,Procurement,other,1,5.0,1,0,71,0
E43557,region_2,Bachelor's,M,35.0,Sales & Marketing,sourcing,1,3.0,7,0,42,0
E62350,region_2,Bachelor's,F,41.0,Technology,sourcing,1,3.0,10,0,75,0
E18616,region_22,Bachelor's,M,34.0,Operations,sourcing,2,3.0,4,0,61,0
E15195,region_31,Bachelor's,M,38.0,Operations,other,2,5.0,11,0,59,0
E46888,region_22,Bachelor's,M,37.0,Sales & Marketing,sourcing,3,4.0,7,0,45,0
E35953,region_23,Master's & above,M,37.0,Technology,sourcing,1,1.0,3,0,77,0
E64559,region_22,Bachelor's,M,30.0,Technology,other,1,3.0,4,0,76,0
E43554,region_33,Master's & above,M,39.0,Technology,other,1,3.0,10,0,79,0
E30258,region_4,Bachelor's,M,27.0,Procurement,other,2,2.0,1,0,71,0
E3819,region_22,Bachelor's,M,35.0,Operations,referred,1,4.0,8,0,62,0
E59847,region_25,Bachelor's,M,28.0,Procurement,other,2,3.0,2,0,72,0
E60238,region_16,Bachelor's,M,31.0,Procurement,other,3,3.0,6,0,73,0
E38118,region_7,Master's & above,M,44.0,Procurement,sourcing,1,5.0,11,1,83,1
E43618,region_2,Bachelor's,F,40.0,Operations,sourcing,1,5.0,5,0,61,0
E57388,region_14,Bachelor's,M,41.0,Operations,sourcing,1,4.0,8,0,61,0
E21964,region_4,Bachelor's,F,32.0,Technology,other,1,4.0,3,0,82,0
E71447,region_31,Bachelor's,M,30.0,Operations,other,1,5.0,6,0,58,0
E59349,region_2,Master's & above,F,31.0,Sales & Marketing,sourcing,1,1.0,3,0,52,0
E2625,region_13,Bachelor's,M,30.0,Sales & Marketing,sourcing,1,5.0,5,0,50,0
E74983,region_2,Bachelor's,M,30.0,Procurement,other,1,5.0,6,0,70,0
E13624,region_22,Bachelor's,M,29.0,HR,sourcing,1,5.0,2,0,49,0
E45806,region_22,Bachelor's,M,26.0,Sales & Marketing,sourcing,1,5.0,2,0,48,0
E22490,region_2,Bachelor's,F,33.0,Sales & Marketing,other,1,3.0,9,0,45,0
E54094,region_22,Master's & above,M,30.0,Operations,other,1,5.0,3,0,74,1
E51786,region_16,Bachelor's,M,32.0,Sales & Marketing,sourcing,1,4.0,6,0,44,0
E41737,region_22,Bachelor's,F,27.0,Finance,other,2,4.0,3,0,65,0
E34656,region_31,Bachelor's,M,37.0,Operations,sourcing,1,3.0,3,0,58,0
E18266,region_2,Master's & above,M,24.0,Sales & Marketing,other,2,5.0,1,0,48,0
E35365,region_14,Bachelor's,M,26.0,Sales & Marketing,other,1,5.0,1,0,47,0
E20762,region_2,Bachelor's,M,32.0,Procurement,sourcing,1,4.0,3,0,68,0
E49240,region_19,Bachelor's,M,36.0,Operations,other,1,3.0,3,0,62,0
E6978,region_2,Master's & above,M,52.0,Procurement,sourcing,2,5.0,22,0,66,1
E35031,region_2,Bachelor's,M,32.0,Sales & Marketing,referred,1,5.0,3,0,49,0
E70291,region_26,Master's & above,M,38.0,Technology,other,1,3.0,8,0,80,1
E62522,region_2,Bachelor's,M,28.0,Sales & Marketing,sourcing,1,5.0,1,0,47,0
E30284,region_6,Bachelor's,M,33.0,Sales & Marketing,sourcing,1,3.0,7,0,50,0
E2077,region_19,Bachelor's,M,38.0,R&D,other,2,3.0,10,0,85,0
E45418,region_2,Bachelor's,M,30.0,Legal,other,1,1.0,1,0,62,0
E36396,region_15,Master's & above,F,38.0,Operations,other,1,4.0,7,0,59,0
E25585,region_31,Bachelor's,F,25.0,Sales & Marketing,other,1,3.0,2,0,49,0
E35820,region_13,Bachelor's,M,29.0,Legal,sourcing,1,3.0,4,0,64,0
E11565,region_13,Master's & above,F,32.0,Analytics,other,1,4.0,4,0,82,0
E18383,region_3,Bachelor's,M,29.0,Analytics,other,1,5.0,2,0,85,0
E51432,region_2,Bachelor's,M,38.0,Finance,other,1,3.0,12,0,63,0
E41863,region_31,Master's & above,M,34.0,Technology,other,1,1.0,9,0,82,0
E45872,region_15,Bachelor's,M,37.0,Procurement,sourcing,1,4.0,9,0,75,0
E23299,region_9,Bachelor's,M,24.0,Sales & Marketing,sourcing,1,1.0,1,0,50,0
E14460,region_27,Bachelor's,M,27.0,Sales & Marketing,sourcing,4,1.0,4,0,48,0
E64215,region_29,Bachelor's,M,31.0,Procurement,other,1,3.0,5,0,71,0
E16431,region_24,Master's & above,M,40.0,Sales & Marketing,sourcing,1,3.0,4,0,52,0
E61267,region_27,Bachelor's,M,36.0,Analytics,other,1,3.0,3,0,84,0
E65520,region_28,Master's & above,M,34.0,Finance,other,1,3.0,6,0,61,0
E74143,region_2,Bachelor's,M,40.0,R&D,other,2,3.0,4,0,90,0
E10784,region_2,Bachelor's,M,26.0,Sales & Marketing,sourcing,2,1.0,1,0,49,0
E15664,region_22,Bachelor's,M,28.0,Procurement,other,2,1.0,2,0,70,0
E9546,region_1,Master's & above,M,30.0,Analytics,sourcing,1,3.0,4,0,88,0
E76922,region_22,Master's & above,M,31.0,Finance,other,1,1.0,5,0,58,0
E50132,region_22,Bachelor's,M,27.0,Operations,sourcing,2,5.0,1,0,63,0
E44427,region_16,Bachelor's,M,31.0,Technology,sourcing,1,1.0,6,0,77,0
E29304,region_28,Bachelor's,M,26.0,Sales & Marketing,other,2,1.0,2,0,45,0
E42293,region_22,Bachelor's,M,43.0,Sales & Marketing,sourcing,1,1.0,16,0,49,0
E58269,region_13,Bachelor's,F,26.0,Sales & Marketing,other,1,4.0,1,0,51,0
E27934,region_2,Bachelor's,M,32.0,Sales & Marketing,other,1,1.0,8,0,51,0
E47169,region_11,Bachelor's,F,30.0,HR,other,1,4.0,4,0,49,0
E19623,region_7,Bachelor's,F,37.0,Procurement,other,1,2.0,4,0,67,0
E35734,region_27,Bachelor's,M,33.0,Finance,sourcing,1,3.0,5,0,62,0
E23444,region_34,Master's & above,M,43.0,Procurement,sourcing,1,3.0,7,0,70,0
E60669,region_31,Bachelor's,M,30.0,Sales & Marketing,other,2,1.0,6,0,54,0
E61871,region_22,Below Secondary,M,24.0,Legal,sourcing,1,5.0,2,0,60,0
E47034,region_31,Bachelor's,M,37.0,Procurement,other,1,5.0,3,0,67,1
E23136,region_27,Master's & above,M,46.0,Operations,other,1,5.0,14,0,58,0
E74502,region_33,Master's & above,M,57.0,Technology,sourcing,1,3.0,4,0,81,0
E54261,region_29,Bachelor's,M,31.0,Sales & Marketing,sourcing,1,3.0,7,0,51,0
E12340,region_22,Bachelor's,M,28.0,Legal,other,1,3.0,2,0,60,0
E9421,region_13,Bachelor's,M,27.0,Legal,sourcing,1,5.0,1,0,58,0
E65023,region_8,Bachelor's,M,29.0,Sales & Marketing,other,1,3.0,1,0,51,0
E21270,region_28,Bachelor's,M,23.0,Sales & Marketing,other,1,4.0,2,0,46,0
E42240,region_11,Bachelor's,F,30.0,HR,other,1,3.0,3,0,50,0
E30902,region_2,Bachelor's,F,39.0,Operations,sourcing,1,5.0,6,0,74,1
E9451,region_14,Bachelor's,F,31.0,Sales & Marketing,sourcing,1,5.0,3,0,50,0
E67967,region_2,Bachelor's,M,33.0,Finance,other,1,4.0,1,0,58,0
E61185,region_11,Bachelor's,M,48.0,Analytics,other,1,3.0,19,0,85,0
E28838,region_2,Master's & above,M,41.0,HR,other,1,5.0,4,0,47,0
E19820,region_15,Bachelor's,M,38.0,Procurement,other,1,4.0,10,0,71,0
E68365,region_26,Bachelor's,M,49.0,Sales & Marketing,other,1,3.0,13,0,47,0
E42812,region_15,Master's & above,M,42.0,Sales & Marketing,other,1,1.0,7,0,52,0
E29459,region_17,Bachelor's,M,42.0,Sales & Marketing,sourcing,1,5.0,12,0,48,0
E73514,region_19,Master's & above,M,37.0,Operations,sourcing,1,3.0,4,0,62,0
E32957,region_2,Bachelor's,M,27.0,Sales & Marketing,referred,1,4.0,5,0,48,0
E23274,region_2,Bachelor's,M,26.0,Sales & Marketing,sourcing,2,1.0,4,0,53,0
E942,region_22,Bachelor's,M,32.0,Technology,other,2,4.0,6,0,84,0
E61649,region_2,Bachelor's,M,31.0,HR,referred,1,4.0,3,0,52,0
E6116,region_2,Below Secondary,M,23.0,Finance,other,1,3.0,1,0,61,0
E30921,region_27,Master's & above,M,31.0,Analytics,sourcing,2,4.0,4,0,86,0
E52435,region_13,Bachelor's,M,42.0,Sales & Marketing,sourcing,1,5.0,5,0,50,0
E23062,region_28,Bachelor's,M,30.0,Sales & Marketing,sourcing,1,3.0,1,0,52,0
E48084,region_2,Master's & above,M,43.0,Technology,other,1,3.0,11,0,77,0
E11963,region_28,Master's & above,M,34.0,Sales & Marketing,sourcing,1,3.0,4,0,49,0
E67212,region_2,Master's & above,F,35.0,Procurement,other,1,4.0,6,0,66,0
E28047,region_26,Bachelor's,M,47.0,Sales & Marketing,other,1,1.0,7,0,49,0
E65298,region_7,Bachelor's,M,54.0,Sales & Marketing,sourcing,1,3.0,12,0,52,0
E37778,region_15,Bachelor's,M,38.0,Procurement,sourcing,1,3.0,6,0,69,0
E53979,region_13,Bachelor's,M,31.0,Finance,sourcing,2,3.0,6,0,59,0
E68649,region_7,Master's & above,F,33.0,Analytics,sourcing,1,3.0,6,0,84,0
E28700,region_29,Bachelor's,M,34.0,Analytics,other,1,1.0,8,0,84,0
E4929,region_10,Bachelor's,M,30.0,Sales & Marketing,other,1,1.0,4,0,53,0
E6417,region_2,Bachelor's,M,29.0,Sales & Marketing,sourcing,2,1.0,5,0,53,0
E62335,region_27,Bachelor's,M,42.0,Sales & Marketing,sourcing,1,3.0,10,0,53,0
E10249,region_15,Bachelor's,M,48.0,Operations,sourcing,1,3.0,19,0,56,0
E55992,region_28,Bachelor's,F,31.0,Operations,other,1,3.0,3,0,57,0
E24829,region_22,Bachelor's,M,46.0,Procurement,sourcing,1,5.0,3,0,68,0
E29400,region_2,Below Secondary,F,24.0,Technology,sourcing,2,3.0,2,0,81,0
E64997,region_22,Bachelor's,M,35.0,R&D,other,1,5.0,5,0,82,0
E57363,region_5,Bachelor's,M,32.0,Procurement,sourcing,1,3.0,4,0,71,0
E30573,region_17,Bachelor's,M,27.0,HR,sourcing,1,4.0,1,0,44,0
E37092,region_7,Bachelor's,M,29.0,Sales & Marketing,sourcing,2,1.0,4,0,49,0
E6500,region_5,Bachelor's,F,27.0,Sales & Marketing,other,2,1.0,4,0,53,0
E20604,region_7,Master's & above,M,32.0,R&D,other,1,4.0,6,0,83,0
E7933,region_20,Bachelor's,M,35.0,Procurement,sourcing,1,4.0,9,0,70,0
E3338,region_4,Master's & above,M,46.0,Analytics,other,2,5.0,23,0,89,1
E9198,region_15,Bachelor's,M,38.0,Operations,sourcing,2,5.0,6,0,60,0
E61792,region_23,Master's & above,F,35.0,Technology,sourcing,1,4.0,9,0,83,0
E67196,region_28,Bachelor's,F,26.0,Finance,other,1,1.0,3,0,62,0
E18868,region_13,Bachelor's,M,30.0,Sales & Marketing,referred,1,5.0,2,0,51,0
E9910,region_27,Bachelor's,M,37.0,Analytics,sourcing,1,4.0,4,0,89,0
E10852,region_3,Bachelor's,M,36.0,Sales & Marketing,other,1,3.0,9,0,48,0
E9385,region_2,Bachelor's,M,49.0,Sales & Marketing,sourcing,2,3.0,3,0,49,0
E64610,region_22,Bachelor's,M,25.0,Sales & Marketing,other,1,1.0,3,0,50,0
E36847,region_7,Master's & above,F,41.0,Operations,sourcing,1,1.0,14,0,58,0
E74275,region_31,Master's & above,M,47.0,Operations,sourcing,1,5.0,9,0,58,0
E37603,region_26,Bachelor's,M,26.0,Sales & Marketing,other,2,3.0,1,0,61,1
E58254,region_2,Bachelor's,F,37.0,Sales & Marketing,other,1,3.0,3,0,50,0
E69526,region_13,Master's & above,M,42.0,Operations,other,2,3.0,7,0,65,0
E15824,region_26,Bachelor's,M,34.0,Legal,other,1,3.0,6,0,59,0
E30280,region_16,Bachelor's,F,36.0,Technology,other,2,3.0,10,0,79,0
E5276,region_2,Master's & above,F,53.0,Technology,other,2,3.0,4,0,76,0
E63502,region_25,Bachelor's,M,28.0,Sales & Marketing,other,1,5.0,4,0,49,1
E908,region_2,Master's & above,M,44.0,Operations,other,1,3.0,11,0,54,0
E39528,region_27,Master's & above,M,30.0,R&D,sourcing,1,3.0,3,0,83,0
E12155,region_7,Bachelor's,M,25.0,Sales & Marketing,other,2,3.0,1,0,49,0
E33206,region_2,Bachelor's,M,40.0,HR,sourcing,1,3.0,7,0,48,0
E33357,region_22,Bachelor's,M,41.0,Operations,sourcing,1,4.0,4,0,63,0
E729,region_13,Bachelor's,M,37.0,Sales & Marketing,other,1,4.0,2,0,64,1
E20017,region_1,Master's & above,F,32.0,Sales & Marketing,sourcing,2,1.0,3,0,49,0
E28775,region_28,Bachelor's,M,23.0,Sales & Marketing,other,1,5.0,1,0,53,0
E32221,region_2,Master's & above,M,45.0,Procurement,other,1,3.0,7,0,67,0
E50368,region_2,Bachelor's,M,26.0,Sales & Marketing,sourcing,1,5.0,1,0,52,0
E58576,region_4,Bachelor's,F,33.0,Operations,other,1,5.0,9,0,62,0
E9193,region_34,Master's & above,M,37.0,Sales & Marketing,other,1,5.0,4,0,48,0
E48404,region_22,Bachelor's,M,29.0,Operations,sourcing,1,5.0,5,0,60,0
E20350,region_31,Bachelor's,M,29.0,Sales & Marketing,sourcing,1,3.0,4,0,52,0
E76054,region_25,Bachelor's,M,31.0,Analytics,other,1,3.0,1,0,80,0
E69822,region_20,Bachelor's,M,30.0,Sales & Marketing,other,2,5.0,4,0,52,0
E8866,region_2,Bachelor's,M,26.0,Sales & Marketing,sourcing,1,4.0,3,0,56,0
E42155,region_2,Bachelor's,M,40.0,Technology,sourcing,2,1.0,3,0,83,0
E63765,region_2,Bachelor's,M,36.0,Sales & Marketing,other,1,5.0,8,0,51,0
E59620,region_2,Master's & above,M,39.0,Sales & Marketing,other,1,1.0,9,0,44,0
E25832,region_32,Bachelor's,M,29.0,Sales & Marketing,other,1,3.0,5,0,53,0
E60839,region_23,Master's & above,M,58.0,Technology,other,1,4.0,4,0,78,0
E12598,region_6,Bachelor's,M,29.0,Analytics,sourcing,1,4.0,4,0,78,0
E45908,region_22,Master's & above,M,40.0,Operations,sourcing,1,5.0,4,0,61,0
E35259,region_2,Master's & above,F,32.0,Sales & Marketing,sourcing,1,4.0,3,0,54,0
E69937,region_26,Bachelor's,M,53.0,Procurement,sourcing,1,3.0,4,0,74,0
E279,region_32,Bachelor's,F,34.0,Operations,sourcing,1,5.0,4,0,56,0
E28588,region_2,Master's & above,F,42.0,Procurement,other,1,5.0,6,0,88,1
E74301,region_8,Bachelor's,F,32.0,Technology,sourcing,1,4.0,4,0,77,0
E8660,region_31,Bachelor's,M,28.0,Analytics,other,1,1.0,1,0,84,0
E5435,region_5,Bachelor's,M,28.0,Sales & Marketing,sourcing,1,5.0,2,0,53,0
E20727,region_7,Master's & above,F,37.0,Finance,other,2,4.0,8,0,61,0
E48734,region_28,Master's & above,M,33.0,Operations,sourcing,1,3.0,5,0,59,1
E57472,region_9,Bachelor's,M,27.0,Sales & Marketing,sourcing,1,4.0,4,0,51,0
E9846,region_2,Master's & above,F,20.0,Technology,other,1,3.0,2,0,80,0
E69923,region_8,Bachelor's,M,32.0,Sales & Marketing,sourcing,1,3.0,6,0,50,0
E10763,region_22,Bachelor's,M,29.0,Sales & Marketing,other,1,3.0,1,0,53,0
E25385,region_3,Master's & above,M,40.0,Sales & Marketing,other,1,3.0,11,0,51,0
E50706,region_2,Bachelor's,F,37.0,Technology,sourcing,1,4.0,5,0,82,0
E61219,region_32,Bachelor's,M,34.0,Finance,sourcing,1,2.0,4,0,60,1
E36410,region_15,Bachelor's,M,43.0,Operations,other,1,3.0,12,0,56,0
E17237,region_2,Bachelor's,F,30.0,Procurement,other,1,4.0,5,0,79,1
E31072,region_22,Bachelor's,M,31.0,Procurement,other,1,3.0,3,0,67,0
E19632,region_27,Bachelor's,M,40.0,Technology,sourcing,2,5.0,3,0,73,0
E37733,region_13,Bachelor's,F,32.0,Technology,other,1,1.0,5,0,79,0
E53619,region_2,Bachelor's,M,36.0,Procurement,other,1,5.0,4,1,82,1
E22838,region_27,Bachelor's,M,25.0,Technology,other,1,3.0,3,0,79,1
E70507,region_2,Master's & above,F,57.0,Sales & Marketing,other,2,3.0,7,0,52,0
E69015,region_2,Bachelor's,M,46.0,Sales & Marketing,other,1,5.0,14,0,48,0
E28550,region_2,Bachelor's,M,33.0,Sales & Marketing,other,1,5.0,8,0,51,0
E45556,region_5,Bachelor's,M,30.0,Operations,other,1,3.0,5,0,59,0
E58779,region_2,Bachelor's,M,29.0,Technology,other,1,1.0,4,0,82,0
E71924,region_5,Bachelor's,M,30.0,Technology,other,1,3.0,4,0,79,0
E31812,region_11,Bachelor's,M,32.0,Legal,other,1,5.0,1,0,57,0
E32567,region_2,Master's & above,M,38.0,Operations,other,1,5.0,6,0,79,1
E60040,region_7,Bachelor's,M,50.0,Sales & Marketing,other,1,3.0,12,0,53,1
E71185,region_22,Master's & above,M,32.0,Operations,other,1,5.0,2,0,64,0
E20792,region_34,Bachelor's,M,28.0,Operations,sourcing,1,1.0,2,0,57,0
E48636,region_15,Bachelor's,F,30.0,Technology,other,1,1.0,3,0,81,0
E15447,region_13,Bachelor's,M,43.0,Technology,sourcing,3,5.0,15,0,83,1
E28275,region_13,Master's & above,F,37.0,Technology,sourcing,1,4.0,9,0,82,0
E69632,region_27,Bachelor's,M,33.0,Procurement,other,1,3.0,10,0,67,0
E52601,region_4,Bachelor's,M,41.0,Sales & Marketing,other,1,3.0,3,0,49,0
E8891,region_23,Bachelor's,M,34.0,Procurement,sourcing,2,3.0,3,0,72,0
E51239,region_2,Bachelor's,M,33.0,Technology,referred,1,4.0,8,0,81,0
E35046,region_25,Bachelor's,M,34.0,Sales & Marketing,sourcing,1,4.0,3,0,49,0
E24812,region_7,Bachelor's,M,31.0,Analytics,other,1,5.0,1,0,86,0
E9041,region_24,Bachelor's,M,26.0,Sales & Marketing,sourcing,1,4.0,6,0,47,0
E34557,region_10,Master's & above,M,42.0,Procurement,other,1,4.0,7,0,67,0
E76925,region_17,Bachelor's,M,32.0,Sales & Marketing,sourcing,1,5.0,3,0,48,1
E18675,region_2,Bachelor's,M,28.0,Technology,sourcing,1,3.0,2,0,80,0
E35252,region_2,Master's & above,F,34.0,Procurement,other,1,5.0,7,0,72,0
E9779,region_2,Bachelor's,M,32.0,Sales & Marketing,referred,1,4.0,3,0,69,1
E25350,region_13,Master's & above,F,36.0,Technology,sourcing,1,3.0,3,0,81,0
E31121,region_10,Bachelor's,M,30.0,R&D,sourcing,1,3.0,2,0,88,0
E31494,region_1,Master's & above,M,35.0,Sales & Marketing,sourcing,1,5.0,4,0,43,1
E40415,region_31,Bachelor's,M,29.0,Operations,sourcing,1,4.0,3,0,62,0
E31402,region_29,Master's & above,F,33.0,Sales & Marketing,other,1,1.0,5,0,50,0
E77619,region_23,Master's & above,M,36.0,Sales & Marketing,other,1,4.0,5,0,50,0
E52792,region_4,Master's & above,M,33.0,Technology,other,1,3.0,4,0,82,0
E68211,region_31,Bachelor's,M,30.0,Operations,other,1,5.0,4,0,57,0
E514,region_2,Master's & above,M,41.0,Technology,other,2,3.0,12,0,78,0
E29286,region_2,Bachelor's,M,35.0,Technology,other,1,5.0,4,1,79,0
E38036,region_6,Bachelor's,F,29.0,Operations,sourcing,1,4.0,4,0,57,0
E56158,region_15,Bachelor's,M,27.0,Operations,other,1,3.0,3,0,60,0
E22921,region_15,Master's & above,M,38.0,Operations,referred,2,3.0,7,0,59,1
E48012,region_22,Bachelor's,F,31.0,Sales & Marketing,other,2,1.0,6,0,53,0
E32774,region_2,Master's & above,M,57.0,Operations,other,2,4.0,7,0,58,0
E43927,region_26,Bachelor's,M,30.0,Procurement,sourcing,1,1.0,4,0,85,1
E38525,region_15,Bachelor's,M,30.0,Procurement,sourcing,2,3.0,5,0,74,0
E67426,region_7,Bachelor's,M,45.0,Sales & Marketing,other,1,3.0,2,0,50,0
E48292,region_4,Master's & above,F,36.0,Procurement,sourcing,1,5.0,9,0,69,0
E8465,region_2,Bachelor's,M,35.0,Technology,other,2,3.0,7,0,79,0
E34889,region_22,Master's & above,F,36.0,Operations,referred,1,3.0,3,0,57,0
E72247,region_15,Bachelor's,F,30.0,Procurement,sourcing,1,3.0,8,0,69,0
E4147,region_22,Master's & above,M,40.0,Procurement,sourcing,1,3.0,12,0,70,0
E69004,region_13,Bachelor's,M,29.0,Technology,sourcing,1,4.0,1,0,79,0
E51558,region_22,Bachelor's,M,30.0,Sales & Marketing,referred,1,4.0,6,0,52,0
