employee_id,department,recruitment_channel,no_of_trainings,previous_year_rating,length_of_service,awards_won?,avg_training_score,is_promoted
E64714,Sales & Marketing,sourcing,1,3.0,2,0,47,0
E2710,Analytics,other,1,3.0,8,0,83,0
E27581,Sales & Marketing,sourcing,1,4.0,5,0,51,0
E29235,Operations,other,1,4.0,7,0,52,0
E81,Operations,sourcing,1,5.0,6,0,58,0
E28424,Sales & Marketing,other,1,3.0,2,0,48,0
E38208,Sales & Marketing,other,1,,1,0,50,0
E62663,Operations,sourcing,1,4.0,7,0,60,0
E34407,Sales & Marketing,sourcing,1,3.0,2,0,50,0
E75820,Sales & Marketing,other,1,3.0,14,0,51,0
E69871,Analytics,sourcing,1,3.0,4,0,87,0
E22360,Operations,sourcing,1,3.0,17,0,61,0
E14946,Operations,other,1,2.0,20,0,58,0
E62843,Operations,other,1,5.0,5,0,58,0
E26958,Sales & Marketing,sourcing,1,3.0,3,0,48,1
E60343,Sales & Marketing,other,4,2.0,4,0,50,0
E35067,Technology,sourcing,1,3.0,2,0,81,0
E65490,Operations,sourcing,1,3.0,8,0,64,0
E18598,Sales & Marketing,sourcing,1,5.0,18,0,44,0
E36103,Technology,sourcing,1,3.0,3,0,84,0
E10445,Sales & Marketing,sourcing,2,,1,0,49,0
E22039,Operations,other,1,5.0,9,0,54,0
E78105,Operations,referred,1,5.0,5,0,59,0
E36928,Procurement,other,4,3.0,3,0,68,0
E64128,Operations,sourcing,1,3.0,4,0,59,0
E70215,Procurement,other,2,4.0,2,0,74,0
E28170,Legal,sourcing,1,3.0,5,0,63,0
E5218,Operations,sourcing,1,5.0,7,0,60,0
E36724,Procurement,other,2,5.0,8,0,68,0
E41611,Sales & Marketing,other,1,4.0,2,0,52,0
E20193,HR,other,1,4.0,7,0,46,0
E14697,Finance,other,1,1.0,5,0,61,0
E7989,Technology,other,1,3.0,10,0,77,0
E36459,Sales & Marketing,sourcing,1,2.0,9,0,52,0
E60396,Technology,sourcing,1,1.0,3,0,75,0
E58700,Sales & Marketing,sourcing,1,3.0,8,0,51,0
E58697,Analytics,sourcing,1,4.0,5,0,88,0
E33766,Operations,other,1,,1,0,60,0
E11614,R&D,sourcing,1,2.0,9,0,82,0
E32116,Procurement,other,1,3.0,5,0,84,1
E74851,Procurement,sourcing,1,,1,0,71,0
E18938,Finance,other,1,3.0,2,0,58,0
E8509,Sales & Marketing,sourcing,1,5.0,10,0,48,0
E76451,Technology,other,1,4.0,3,0,75,0
E2428,Procurement,other,1,3.0,7,0,66,0
E27154,HR,other,1,4.0,20,0,48,0
E69748,Sales & Marketing,other,1,3.0,9,0,49,0
E8146,HR,other,1,3.0,4,0,53,0
E305,Operations,other,1,2.0,15,0,59,0
E36568,Procurement,other,1,1.0,2,0,69,0
E50241,Procurement,other,1,4.0,18,0,68,0
E75796,Finance,sourcing,1,4.0,7,0,60,0
E75370,Sales & Marketing,other,1,3.0,10,0,47,0
E57990,Finance,other,1,,1,0,61,0
E2539,Operations,sourcing,1,3.0,2,0,54,0
E8008,Sales & Marketing,sourcing,1,3.0,3,0,51,0
E33909,Procurement,sourcing,1,1.0,22,0,66,0
E37597,Legal,other,1,3.0,11,0,62,0
E3100,Sales & Marketing,other,2,4.0,5,0,52,0
E39137,Technology,other,3,2.0,3,0,78,0
E36486,HR,other,1,3.0,7,0,50,0
E56985,Procurement,other,1,5.0,10,0,69,0
E43508,Sales & Marketing,other,3,2.0,2,0,46,0
E29239,Procurement,other,1,3.0,5,0,70,0
E21960,Operations,sourcing,2,3.0,2,0,56,0
E24490,Analytics,other,2,,1,0,80,0
E15968,Sales & Marketing,other,1,3.0,3,0,50,0
E51414,Finance,other,1,3.0,7,0,59,0
E37400,Technology,other,1,3.0,5,0,77,0
E9126,Sales & Marketing,other,1,1.0,3,0,49,0
E45269,Operations,sourcing,1,3.0,4,0,60,1
E59176,Operations,sourcing,1,3.0,9,0,58,0
E64945,Sales & Marketing,sourcing,1,5.0,5,0,51,0
E76357,Operations,sourcing,1,3.0,8,0,57,0
E20155,Operations,sourcing,1,5.0,8,0,60,0
E78133,Operations,other,1,4.0,16,1,72,1
E53572,Analytics,other,1,3.0,6,0,87,0
E48766,Technology,sourcing,1,,1,0,80,0
E24438,Sales & Marketing,other,1,5.0,9,0,48,0
E29210,Technology,sourcing,1,4.0,2,0,84,0
E78170,Sales & Marketing,other,1,5.0,4,0,45,0
E70917,Operations,other,1,4.0,10,0,64,0
E77556,Sales & Marketing,sourcing,1,3.0,9,0,51,1
E999,Operations,other,1,5.0,4,0,63,0
E5572,Sales & Marketing,other,1,3.0,5,0,52,0
E55942,Finance,other,1,1.0,3,0,59,0
E60472,Procurement,other,1,3.0,3,0,73,0
E65813,Operations,other,1,4.0,8,0,64,0
E72290,Procurement,other,1,3.0,5,0,68,0
E72607,Sales & Marketing,other,1,2.0,4,0,46,0
E33385,Operations,sourcing,1,3.0,2,0,63,0
E73204,Sales & Marketing,sourcing,1,2.0,5,0,48,0
E29865,Procurement,other,1,3.0,2,0,71,0
E26879,Procurement,other,1,3.0,15,0,66,0
E14799,Operations,sourcing,1,3.0,2,0,57,0
E8245,Procurement,sourcing,2,5.0,13,0,69,0
E75153,Analytics,other,1,4.0,14,0,80,0
E74036,Sales & Marketing,other,1,4.0,6,0,53,0
E50786,Technology,other,1,4.0,7,0,79,0
E77598,Operations,sourcing,1,3.0,5,0,58,0
E48479,Sales & Marketing,other,1,1.0,8,0,48,0
E7155,Legal,sourcing,3,3.0,2,0,64,0
E28236,Sales & Marketing,sourcing,1,3.0,9,0,50,0
E34444,Legal,other,1,2.0,7,0,62,0
E36980,Sales & Marketing,other,1,1.0,5,0,48,0
E73627,Operations,other,1,5.0,10,0,63,0
E17508,Sales & Marketing,sourcing,1,3.0,4,0,50,0
E10920,Technology,other,1,2.0,10,0,79,0
E3989,Procurement,other,1,3.0,5,0,77,0
E30968,Sales & Marketing,sourcing,1,,1,0,49,0
E70351,Sales & Marketing,other,1,5.0,8,0,48,0
E14473,Sales & Marketing,sourcing,1,1.0,8,0,50,0
E4054,Operations,other,1,4.0,10,0,57,0
E68389,Procurement,sourcing,2,4.0,2,0,66,0
E15288,Operations,sourcing,1,3.0,3,0,69,1
E31753,Sales & Marketing,sourcing,1,3.0,5,0,54,0
E43415,Technology,sourcing,1,4.0,5,0,78,0
E30261,Technology,other,1,3.0,9,0,80,0
E76376,Finance,other,1,5.0,4,0,62,0
E63097,Procurement,other,2,4.0,6,0,75,0
E18854,Analytics,sourcing,1,4.0,4,0,86,0
E42694,Procurement,sourcing,1,3.0,2,0,76,0
E2245,Procurement,other,1,3.0,7,0,69,0
E51034,Sales & Marketing,sourcing,2,1.0,4,0,50,0
E56553,Sales & Marketing,sourcing,1,3.0,7,0,59,1
E76218,Procurement,other,1,,1,0,66,0
E75603,Sales & Marketing,other,1,4.0,2,0,53,0
E67247,Technology,sourcing,2,,1,0,82,1
E33661,Sales & Marketing,other,1,1.0,5,0,49,0
E77687,Sales & Marketing,other,1,5.0,6,0,52,0
E63770,Operations,sourcing,1,2.0,22,0,67,0
E2874,Operations,sourcing,1,5.0,16,0,55,0
E73269,Sales & Marketing,other,1,4.0,7,0,56,1
E17854,Operations,sourcing,1,3.0,5,0,65,0
E17885,Operations,sourcing,1,5.0,10,0,60,0
E66812,Analytics,other,1,1.0,10,0,86,0
E59765,Sales & Marketing,sourcing,1,1.0,4,0,49,0
E31245,Procurement,other,1,2.0,16,0,67,0
E41057,Finance,other,3,3.0,5,0,61,0
E69106,Operations,other,2,4.0,7,0,59,0
E58428,Operations,other,1,4.0,15,0,55,0
E62329,Procurement,other,1,3.0,16,0,84,1
E68748,Sales & Marketing,sourcing,1,3.0,5,0,52,0
E59692,Sales & Marketing,other,2,3.0,7,0,50,0
E22780,Technology,other,1,1.0,6,0,75,0
E66203,Analytics,sourcing,1,3.0,7,0,86,0
E10705,Procurement,other,1,3.0,6,0,70,0
E62988,Procurement,other,1,5.0,5,0,71,0
E75998,Legal,other,1,5.0,6,0,62,0
E55387,Sales & Marketing,sourcing,1,3.0,8,0,52,0
E71454,Sales & Marketing,other,1,3.0,11,0,61,1
E58611,Sales & Marketing,other,1,3.0,2,0,52,0
E3132,Operations,other,1,5.0,7,1,56,0
E32157,Sales & Marketing,sourcing,1,3.0,5,0,49,0
E47237,Sales & Marketing,sourcing,2,3.0,2,0,50,0
E60259,Sales & Marketing,other,1,3.0,5,0,52,1
E24989,Operations,other,1,4.0,5,0,60,0
E69030,Technology,other,1,4.0,16,0,80,0
E64675,Analytics,other,1,3.0,6,0,83,0
E68815,Technology,referred,1,5.0,4,0,77,0
E31588,HR,sourcing,1,,1,1,47,0
E16067,Sales & Marketing,other,1,3.0,4,0,54,0
E47222,Technology,sourcing,1,4.0,3,0,85,1
E65578,Sales & Marketing,other,1,5.0,9,0,49,1
E63880,Procurement,other,1,5.0,5,0,69,0
E22145,Procurement,sourcing,1,3.0,3,0,67,0
E23986,R&D,sourcing,1,3.0,6,0,89,0
E17496,Sales & Marketing,other,1,2.0,7,0,49,0
E15694,Sales & Marketing,other,1,3.0,8,0,46,0
E68883,Technology,other,1,5.0,2,0,79,0
E26242,Operations,other,1,5.0,3,0,57,0
E59146,Sales & Marketing,sourcing,1,5.0,1,0,48,1
E35649,Procurement,sourcing,1,2.0,8,0,66,0
E5006,Sales & Marketing,sourcing,1,2.0,6,0,48,0
E62699,Sales & Marketing,other,1,5.0,5,0,52,0
E49730,Procurement,other,1,,1,0,75,0
E16064,Operations,other,2,3.0,5,0,55,0
E8553,HR,other,1,,1,0,49,0
E20297,Operations,sourcing,1,5.0,6,0,60,0
E33585,Procurement,other,1,5.0,5,0,75,0
E70112,Procurement,other,1,4.0,8,0,68,0
E11754,Technology,sourcing,2,3.0,15,0,77,0
E25591,Sales & Marketing,other,1,3.0,19,0,53,0
E11388,Sales & Marketing,other,2,5.0,6,1,95,1
E68650,Sales & Marketing,other,1,2.0,4,0,49,1
E62358,Operations,other,2,3.0,7,0,62,0
E45271,Sales & Marketing,other,2,4.0,2,0,48,0
E13804,Procurement,referred,1,4.0,3,0,68,1
E11812,Procurement,other,1,,1,0,71,0
E47183,Sales & Marketing,other,1,1.0,3,0,50,0
E10395,Sales & Marketing,other,1,5.0,6,0,54,0
E7899,Sales & Marketing,sourcing,1,5.0,13,0,53,0
E24821,Procurement,other,2,3.0,6,0,74,0
E60194,Sales & Marketing,sourcing,1,,1,0,48,0
E25384,Sales & Marketing,sourcing,1,3.0,9,0,51,0
E14987,Procurement,sourcing,1,5.0,5,0,69,1
E16418,Analytics,sourcing,2,3.0,2,0,83,1
E27123,Sales & Marketing,other,1,5.0,3,0,47,0
E69718,Sales & Marketing,sourcing,1,1.0,2,0,51,0
E75135,Analytics,sourcing,1,,1,0,82,0
E68713,Sales & Marketing,other,1,1.0,2,0,51,0
E57248,Sales & Marketing,other,1,3.0,3,0,56,0
E45721,R&D,other,1,5.0,4,0,85,0
E15870,Technology,other,1,3.0,10,0,81,0
E25528,Finance,other,1,3.0,12,0,64,0
E31782,Analytics,other,2,5.0,2,0,84,1
E51062,Analytics,sourcing,4,,1,0,86,0
E14178,Technology,referred,2,5.0,3,0,82,0
E72713,HR,other,1,3.0,5,0,52,0
E11691,Procurement,other,2,,1,0,71,0
E11738,Procurement,other,1,3.0,4,0,71,0
E27843,Operations,sourcing,1,2.0,12,0,60,0
E68256,Sales & Marketing,other,2,1.0,3,0,53,0
E9945,Analytics,sourcing,1,3.0,4,0,81,0
E65741,Sales & Marketing,other,1,4.0,3,0,51,0
E9098,Procurement,other,1,3.0,2,0,69,0
E39373,Technology,other,1,5.0,7,0,82,0
E55089,Procurement,sourcing,1,3.0,2,0,71,0
E20787,Analytics,other,1,4.0,6,0,82,0
E54831,Procurement,sourcing,1,3.0,3,0,72,0
E43028,Sales & Marketing,other,1,3.0,7,0,47,0
E23576,Operations,other,1,3.0,3,0,58,0
E22151,Sales & Marketing,other,1,5.0,4,0,52,0
E53129,Technology,sourcing,1,3.0,3,0,80,0
E36505,Technology,sourcing,1,5.0,3,0,81,1
E5518,Operations,other,2,3.0,5,0,58,0
E70550,Analytics,sourcing,1,4.0,4,1,84,1
E77134,Procurement,other,1,4.0,4,0,63,0
E18967,Operations,sourcing,1,3.0,7,0,59,0
E37040,Procurement,sourcing,1,3.0,9,0,68,0
E71637,Legal,sourcing,1,5.0,4,0,62,0
E73998,Technology,other,1,5.0,7,0,80,0
E54733,Technology,other,1,,1,0,84,0
E26446,Procurement,sourcing,1,3.0,2,0,70,0
E50191,Operations,other,1,3.0,2,0,56,0
E2651,HR,other,2,,1,0,46,0
E24608,Sales & Marketing,sourcing,1,4.0,4,0,48,0
E69994,Analytics,sourcing,2,4.0,5,0,85,0
E13255,Sales & Marketing,other,1,3.0,2,0,50,0
E6566,Operations,sourcing,2,,1,0,59,0
E42623,Sales & Marketing,other,1,3.0,7,0,52,0
E76440,Analytics,sourcing,2,5.0,8,0,83,0
E17494,HR,sourcing,1,4.0,7,0,47,0
E56124,Technology,sourcing,1,3.0,2,0,85,1
E63789,Operations,other,1,4.0,7,0,58,0
E60049,Analytics,other,1,3.0,3,0,84,0
E34638,Sales & Marketing,sourcing,3,3.0,11,0,53,0
E20620,Sales & Marketing,sourcing,1,4.0,3,0,50,0
E10303,Sales & Marketing,referred,1,5.0,8,0,47,0
E28896,Technology,sourcing,1,3.0,5,0,82,0
E41915,Operations,other,1,5.0,6,0,64,0
E6356,Procurement,other,1,3.0,13,0,67,0
E21571,Operations,sourcing,1,5.0,8,0,55,1
E57477,Operations,referred,1,4.0,7,0,58,0
E77283,Technology,sourcing,2,1.0,8,0,76,0
E24881,Analytics,other,2,,1,0,82,0
E44150,Sales & Marketing,sourcing,1,5.0,3,0,52,0
E29145,Operations,sourcing,1,5.0,13,0,59,0
E50439,Operations,sourcing,1,3.0,7,0,59,0
E68609,Procurement,sourcing,1,3.0,5,0,64,0
E32060,Operations,other,1,5.0,5,0,61,0
E49892,Finance,other,1,5.0,9,0,59,0
E57927,Sales & Marketing,other,2,3.0,3,0,47,0
E18446,Procurement,other,2,3.0,9,0,67,0
E46830,Sales & Marketing,other,1,5.0,4,0,49,0
E27850,Analytics,other,1,4.0,3,0,88,0
E47830,Sales & Marketing,sourcing,1,5.0,2,0,48,0
E2990,HR,sourcing,1,3.0,7,0,63,1
E44399,R&D,other,3,5.0,3,0,85,0
E74612,Operations,other,2,4.0,7,0,55,0
E65518,Sales & Marketing,sourcing,1,4.0,3,0,50,0
E64323,Sales & Marketing,other,1,1.0,3,0,44,0
E17996,Procurement,other,1,1.0,5,0,68,0
E43776,Operations,other,1,4.0,2,0,63,0
E9278,Sales & Marketing,other,2,2.0,5,0,46,0
E25958,Sales & Marketing,other,1,4.0,2,0,53,0
E13603,Procurement,other,1,1.0,4,0,71,0
E65999,Analytics,other,2,5.0,4,0,85,0
E34807,Procurement,other,1,5.0,7,0,68,1
E58739,Operations,other,1,3.0,4,0,58,0
E17724,Sales & Marketing,other,1,5.0,6,0,51,0
E59803,Procurement,sourcing,1,2.0,5,0,66,0
E7509,Sales & Marketing,other,2,5.0,6,0,48,0
E56977,Technology,sourcing,1,3.0,2,0,82,0
E31077,Technology,other,1,3.0,5,0,81,0
E12153,Sales & Marketing,other,1,4.0,4,0,46,0
E22796,Sales & Marketing,referred,1,4.0,3,0,54,0
E30042,Operations,sourcing,1,5.0,9,0,61,1
E4359,Operations,sourcing,1,3.0,5,0,60,0
E49738,Operations,other,1,5.0,7,0,63,0
E48004,Analytics,other,1,,1,0,86,1
E37745,Operations,other,1,3.0,6,0,62,0
E57602,Sales & Marketing,sourcing,1,5.0,11,0,46,0
E25864,Sales & Marketing,sourcing,1,1.0,3,0,54,0
E9801,Finance,sourcing,2,3.0,7,0,60,0
E55778,HR,other,1,2.0,2,0,53,0
E72813,Sales & Marketing,other,2,4.0,9,0,64,1
E61314,Operations,other,1,4.0,2,0,51,0
E21474,Analytics,sourcing,1,,1,0,84,0
E60286,Technology,sourcing,1,2.0,5,0,81,0
E20949,Sales & Marketing,sourcing,1,,1,0,47,0
E33382,Sales & Marketing,other,2,1.0,4,0,49,0
E10776,Procurement,sourcing,1,5.0,14,0,71,1
E45028,Analytics,sourcing,1,3.0,3,0,87,0
E11368,Sales & Marketing,sourcing,1,4.0,8,0,51,0
E36617,Sales & Marketing,sourcing,1,4.0,3,0,54,0
E31545,Sales & Marketing,other,1,1.0,15,0,51,0
E53889,Procurement,other,1,4.0,5,0,69,0
E61007,Sales & Marketing,other,1,5.0,7,0,43,0
E56533,HR,sourcing,1,3.0,5,0,48,0
E21737,Technology,sourcing,1,1.0,2,0,77,0
E59454,Sales & Marketing,other,1,3.0,12,0,48,0
E34142,Analytics,other,2,3.0,2,0,88,0
E10125,Operations,other,1,2.0,4,0,60,0
E11500,Technology,other,1,1.0,2,0,77,0
E56266,Finance,other,1,3.0,3,0,58,0
E43301,R&D,sourcing,1,3.0,6,0,80,0
E49970,Operations,referred,1,5.0,11,0,58,0
E74225,Procurement,sourcing,1,3.0,6,0,69,0
E72806,Sales & Marketing,other,1,,1,0,51,0
E9900,Sales & Marketing,other,1,4.0,3,0,51,0
E67990,Analytics,sourcing,2,3.0,4,0,84,0
E29009,Technology,other,1,3.0,4,0,78,0
E25596,Sales & Marketing,other,1,3.0,8,0,52,0
E32380,Analytics,sourcing,1,3.0,6,0,85,0
E39732,Sales & Marketing,sourcing,3,2.0,2,0,46,0
E12890,Procurement,sourcing,2,,1,1,70,0
E30081,Technology,other,1,5.0,1,0,77,0
E9538,Operations,sourcing,1,4.0,7,0,62,0
E22339,Operations,other,1,5.0,3,0,61,0
E56564,Procurement,other,1,,1,0,70,0
E75794,Technology,sourcing,1,2.0,4,0,80,0
E17515,Sales & Marketing,sourcing,1,5.0,6,0,50,0
E38776,Operations,other,1,5.0,8,0,61,0
E58923,Operations,other,1,3.0,10,0,62,0
E12466,Sales & Marketing,other,1,3.0,3,0,47,0
E24227,Procurement,other,5,3.0,3,0,65,0
E39656,Technology,sourcing,1,2.0,10,0,81,0
E41035,Sales & Marketing,other,1,5.0,10,0,46,0
E58520,Operations,other,1,5.0,8,0,77,1
E30424,Finance,other,1,4.0,2,0,64,0
E65013,Operations,other,1,3.0,4,0,58,1
E33515,Operations,other,1,1.0,4,0,58,0
E3795,Analytics,sourcing,1,5.0,4,0,85,0
E22036,Operations,other,1,5.0,8,0,58,1
E1975,Analytics,other,1,3.0,3,0,84,0
E20737,Technology,other,1,4.0,7,0,80,0
E29296,Sales & Marketing,sourcing,1,,1,0,46,0
E31100,Procurement,other,1,,1,0,70,0
E63513,Operations,other,1,5.0,5,0,61,0
E62400,HR,other,1,3.0,3,0,50,0
E69776,Sales & Marketing,sourcing,2,3.0,5,1,52,1
E64575,Sales & Marketing,other,1,2.0,8,0,53,0
E17616,Sales & Marketing,other,1,3.0,7,0,47,0
E16172,Sales & Marketing,sourcing,1,4.0,2,0,53,0
E48134,Sales & Marketing,referred,1,5.0,3,0,51,0
E60306,HR,other,1,3.0,4,0,50,0
E61902,Procurement,other,3,4.0,6,0,75,0
E15086,Operations,sourcing,1,4.0,7,0,56,0
E73937,Operations,other,1,5.0,7,0,65,1
E20646,Procurement,other,1,3.0,7,0,72,1
E22293,Finance,sourcing,1,3.0,5,0,62,0
E66248,Sales & Marketing,sourcing,1,4.0,3,0,50,0
E53733,Analytics,other,1,2.0,3,0,81,0
E4947,Operations,sourcing,2,4.0,8,0,62,0
E18926,Operations,sourcing,2,5.0,5,0,59,0
E49212,Finance,other,1,4.0,3,0,63,0
E58213,Analytics,other,1,3.0,4,0,89,0
E72013,Operations,sourcing,1,2.0,6,0,57,0
E30095,Technology,other,1,4.0,10,0,73,0
E14405,Procurement,other,1,4.0,3,0,73,0
E77143,Legal,sourcing,1,3.0,2,0,59,0
E51380,Finance,other,1,3.0,9,0,60,0
E70514,Operations,other,1,4.0,7,0,61,0
E25916,Sales & Marketing,other,2,3.0,1,0,48,0
E31534,Sales & Marketing,sourcing,1,1.0,5,0,47,0
E35631,Operations,other,1,4.0,5,0,59,0
E68003,Procurement,other,1,4.0,7,0,70,0
E12443,Analytics,other,1,5.0,8,0,88,0
E36576,Finance,other,1,2.0,3,0,58,0
E30723,Operations,sourcing,1,5.0,7,1,60,0
E34963,Sales & Marketing,sourcing,1,1.0,7,0,48,0
E22885,Procurement,sourcing,1,,1,0,65,0
E21289,Operations,other,1,5.0,7,0,58,0
E43746,Procurement,sourcing,1,3.0,4,0,72,0
E47098,Technology,sourcing,2,4.0,3,0,83,0
E15900,Analytics,other,1,5.0,16,0,86,0
E17049,Sales & Marketing,other,1,3.0,17,0,50,0
E16811,Sales & Marketing,sourcing,1,3.0,8,0,53,0
E38675,Analytics,sourcing,1,5.0,2,0,82,0
E26845,Operations,sourcing,1,4.0,3,0,55,0
E34780,Technology,other,1,3.0,5,0,82,0
E54667,Technology,other,1,1.0,5,0,84,0
E6263,Analytics,sourcing,1,3.0,3,0,89,0
E2812,Operations,sourcing,1,5.0,6,0,59,0
E29170,Sales & Marketing,sourcing,1,5.0,2,0,44,0
E62540,Analytics,other,2,3.0,6,0,82,0
E43509,Sales & Marketing,sourcing,1,1.0,5,0,49,0
E76727,Sales & Marketing,other,2,1.0,5,0,49,0
E19504,Technology,other,1,4.0,4,0,81,0
E77625,Procurement,other,3,3.0,3,0,70,0
E54190,Sales & Marketing,other,4,1.0,8,0,51,0
E59046,Analytics,other,1,1.0,5,0,85,0
E18549,Procurement,sourcing,1,3.0,11,0,72,0
E7059,Technology,other,4,5.0,3,0,79,0
E26040,Technology,other,1,3.0,4,0,80,0
E34712,Sales & Marketing,sourcing,1,4.0,7,0,53,0
E45664,Analytics,other,1,4.0,3,0,85,0
E9472,Technology,other,2,2.0,1,0,79,0
E21395,Analytics,other,1,,1,0,85,0
E61413,Technology,sourcing,1,5.0,10,0,82,0
E49868,Technology,other,1,3.0,15,0,87,0
E13977,Sales & Marketing,sourcing,2,,1,0,49,0
E29756,Sales & Marketing,other,1,4.0,4,0,51,0
E26408,Sales & Marketing,other,1,1.0,5,0,51,0
E70547,Analytics,sourcing,1,,1,0,86,0
E76587,Technology,other,3,3.0,2,0,76,0
E78167,Legal,sourcing,1,5.0,10,0,62,0
E29343,Procurement,sourcing,1,1.0,3,0,72,0
E60382,HR,other,1,5.0,5,0,47,0
E24598,Sales & Marketing,other,1,3.0,3,0,50,0
E20717,Procurement,other,1,5.0,3,0,71,0
E23079,Finance,other,1,4.0,7,0,70,1
E56014,Finance,sourcing,2,5.0,11,0,58,0
E77039,Sales & Marketing,other,1,3.0,5,0,42,0
E28126,Operations,other,2,3.0,9,0,62,0
E20140,Finance,sourcing,1,4.0,4,0,54,1
E55753,R&D,sourcing,1,1.0,3,0,86,0
E62442,HR,other,1,2.0,2,0,54,0
E43702,Operations,other,1,5.0,7,0,62,0
E42031,Operations,other,1,3.0,5,0,59,0
E18337,HR,sourcing,2,3.0,7,0,53,0
E61686,Legal,other,1,3.0,6,1,60,0
E68265,R&D,sourcing,2,3.0,5,0,83,0
E12126,Technology,other,1,4.0,9,0,85,0
E61308,Procurement,other,2,3.0,5,0,69,0
E45525,Sales & Marketing,sourcing,1,3.0,10,0,47,0
E44376,Sales & Marketing,other,1,1.0,12,0,50,0
E6855,Sales & Marketing,other,1,3.0,11,0,52,0
E70198,Operations,sourcing,1,1.0,11,0,59,0
E17112,Sales & Marketing,sourcing,1,2.0,7,0,52,0
E9649,Sales & Marketing,sourcing,1,5.0,11,0,50,0
E74718,Analytics,other,1,,1,0,84,0
E12751,Procurement,sourcing,1,3.0,7,1,88,1
E9665,Operations,other,2,5.0,12,0,53,0
E37849,Technology,other,1,1.0,15,0,84,0
E5616,Analytics,other,1,5.0,2,0,83,0
E72702,Sales & Marketing,other,1,1.0,3,0,45,0
E54659,Sales & Marketing,other,2,3.0,3,0,52,0
E24963,Sales & Marketing,sourcing,1,,1,0,50,0
E31258,Sales & Marketing,sourcing,1,1.0,5,0,52,0
E64268,Procurement,other,1,4.0,7,0,69,0
E56700,Technology,other,1,4.0,8,0,84,0
E1208,Procurement,other,1,4.0,5,0,69,0
E22974,Analytics,other,2,,1,0,83,0
E20948,Sales & Marketing,sourcing,1,2.0,7,0,52,0
E22559,Analytics,other,2,4.0,12,0,84,0
E36067,Technology,other,1,5.0,7,0,83,0
E26302,R&D,sourcing,1,1.0,2,0,86,0
E14286,Operations,other,1,5.0,3,0,91,1
E64383,Sales & Marketing,other,1,4.0,2,0,52,0
E41055,Technology,other,1,3.0,17,0,80,0
E33612,Sales & Marketing,sourcing,1,4.0,7,0,51,0
E46362,Operations,other,1,5.0,4,0,59,0
E1333,Procurement,sourcing,1,3.0,2,0,73,0
E26556,Procurement,sourcing,1,4.0,7,1,72,0
E66089,Sales & Marketing,other,1,5.0,13,0,47,0
E40054,Analytics,sourcing,2,4.0,6,0,85,0
E22470,Sales & Marketing,sourcing,1,4.0,2,0,49,0
E51793,Sales & Marketing,sourcing,1,3.0,6,0,46,0
E45532,Sales & Marketing,other,2,3.0,16,0,45,0
E26954,Operations,sourcing,1,1.0,2,0,61,0
E10870,Finance,other,1,3.0,2,0,62,0
E38006,Sales & Marketing,other,1,5.0,4,0,50,0
E30508,Technology,other,2,1.0,2,0,82,0
E22140,Technology,other,1,4.0,7,0,77,0
E27315,Operations,other,1,,1,0,63,0
E5795,Sales & Marketing,other,1,3.0,8,0,51,0
E69930,Sales & Marketing,other,1,4.0,5,0,48,0
E39136,Operations,sourcing,1,4.0,6,0,61,0
E74122,HR,sourcing,1,3.0,2,0,49,0
E40566,Technology,other,1,2.0,8,0,80,0
E71115,Sales & Marketing,other,1,2.0,2,0,48,0
E35967,Procurement,other,1,3.0,7,0,67,0
E15031,Sales & Marketing,other,3,,1,0,52,0
E13591,Technology,other,1,3.0,11,0,79,0
E31198,Sales & Marketing,referred,1,4.0,2,0,53,0
E8653,Procurement,other,1,4.0,5,0,66,0
E76187,Procurement,other,1,5.0,6,0,77,0
E2122,Operations,sourcing,1,3.0,6,0,58,0
E41597,Analytics,other,1,4.0,4,0,87,1
E43944,Sales & Marketing,other,2,,1,0,51,0
E9106,Legal,referred,1,1.0,6,0,56,1
E57779,Sales & Marketing,sourcing,1,3.0,4,0,48,0
E72235,Technology,other,1,4.0,2,0,80,0
E51686,Sales & Marketing,sourcing,1,1.0,6,0,53,0
E76851,Analytics,sourcing,1,3.0,14,0,83,0
E28861,Technology,other,1,3.0,7,0,81,0
E62963,Sales & Marketing,sourcing,1,4.0,3,0,49,0
E67474,Operations,other,1,4.0,3,0,61,0
E52098,Procurement,sourcing,4,3.0,3,0,68,0
E68300,Sales & Marketing,other,1,1.0,3,0,52,0
E58078,Operations,other,1,2.0,14,0,58,0
E56677,Analytics,other,1,4.0,8,0,86,0
E68610,Operations,other,1,2.0,5,0,56,0
E43073,HR,sourcing,1,5.0,11,0,51,0
E46024,HR,sourcing,1,4.0,6,0,53,0
E51664,Technology,other,1,3.0,5,0,76,0
E64238,Operations,other,1,3.0,5,0,59,0
E31470,Procurement,sourcing,1,4.0,7,0,70,0
E45276,Technology,referred,1,4.0,5,0,76,0
E29396,Sales & Marketing,other,1,3.0,2,0,51,0
E15885,HR,other,2,,1,0,48,0
E13004,Technology,referred,1,3.0,8,0,80,0
E30362,Legal,sourcing,1,,1,0,62,0
E73498,Operations,other,1,,1,0,62,0
E22905,Finance,other,1,4.0,2,0,75,1
E7223,Operations,other,1,1.0,3,0,60,0
E55436,Finance,other,2,5.0,8,0,60,0
E30392,Operations,sourcing,1,5.0,10,0,61,0
E71079,Analytics,sourcing,1,2.0,2,0,84,0
E72745,R&D,sourcing,1,1.0,4,0,86,0
