employee_id,region,education,gender,age
E68275,region_7,Master's & above,f,34
E65085,region_7,Master's & above,m,45
E55610,region_22,Master's & above,m,52
E44457,region_7,Master's & above,m,41
E58114,region_2,Bachelor's,m,55
E40027,region_2,Bachelor's,m,53
E39185,region_5,Master's & above,m,39
E7422,region_22,Master's & above,m,48
E54952,region_2,Below Secondary,m,28
E34389,region_3,Master's & above,m,34
E76457,region_28,Bachelor's,f,26
E5838,region_26,Bachelor's,m,40
E11484,region_7,Bachelor's,f,24
E45795,region_7,Bachelor's,f,29
E1499,region_25,Master's & above,m,35
E60856,region_2,Bachelor's,m,26
E76129,region_20,Bachelor's,f,38
E75202,region_2,Master's & above,m,45
E43909,region_2,Master's & above,f,42
E33290,region_2,Master's & above,f,33
E32935,region_2,Bachelor's,m,44
E71353,region_7,Master's & above,f,45
E10803,region_11,Bachelor's,m,31
E29294,region_2,Master's & above,m,59
E17119,region_24,Bachelor's,m,39
E78290,region_2,Bachelor's,f,52
E2079,region_7,Bachelor's,m,31
E70979,region_15,Bachelor's,m,29
E48011,region_23,Bachelor's,f,35
E15738,region_2,Bachelor's,m,32
E66018,region_2,Master's & above,f,42
E16392,region_31,Bachelor's,m,36
E31449,region_22,Master's & above,f,34
E8043,region_22,Master's & above,m,33
E58905,region_2,Master's & above,m,33
E66813,region_17,Bachelor's,m,28
E12130,region_14,Bachelor's,m,33
E1356,region_16,Bachelor's,m,44
E74003,region_22,Bachelor's,m,29
E50397,region_2,Master's & above,m,58
E47276,region_2,Bachelor's,f,37
E57387,region_12,Bachelor's,m,31
E68154,region_8,Master's & above,m,37
E44257,region_29,Bachelor's,Male,31
E41295,region_20,Master's & above,m,39
E35673,region_30,Bachelor's,m,33
E9256,region_25,Master's & above,m,40
E19881,region_2,Master's & above,m,53
E57507,region_1,Master's & above,f,30
E36308,region_2,Bachelor's,m,38
E52451,region_27,Bachelor's,f,32
E43428,region_22,Master's & above,m,32
E32837,region_2,Master's & above,m,53
E18593,region_28,,m,34
E69177,region_29,Bachelor's,m,31
E51214,region_8,Bachelor's,m,28
E66516,region_26,Bachelor's,f,44
E65209,region_13,Master's & above,f,40
E37281,region_22,Bachelor's,m,26
E43725,region_2,Bachelor's,m,39
E72409,region_31,Bachelor's,m,25
E3013,region_13,Bachelor's,m,37
E18677,region_29,Master's & above,m,34
E78084,region_22,Below Secondary,f,24
E69385,region_27,Bachelor's,m,43
E25890,region_29,Master's & above,m,30
E61534,region_26,Master's & above,m,36
E42160,region_13,Bachelor's,m,41
E49849,region_29,Bachelor's,f,27
E46648,region_2,Bachelor's,m,55
E49736,region_29,Master's & above,f,31
E25685,region_12,Bachelor's,f,27
E30382,region_16,Bachelor's,m,29
E43515,region_7,Bachelor's,f,40
E8591,region_4,Bachelor's,f,34
E33373,region_4,Master's & above,m,34
E8503,region_4,Bachelor's,m,33
E19663,region_8,Bachelor's,m,28
E39880,region_14,Bachelor's,m,48
E39720,region_26,Bachelor's,m,26
E23256,region_22,Bachelor's,m,29
E8438,region_26,Bachelor's,m,29
E25276,region_2,Bachelor's,f,26
E41241,region_6,Bachelor's,f,29
E13482,region_23,Bachelor's,m,32
E23168,region_2,Master's & above,f,58
E50029,region_28,Bachelor's,f,27
E69546,region_17,Bachelor's,m,27
E74022,region_13,Bachelor's,f,28
E38820,region_4,Master's & above,m,32
E61897,region_7,Below Secondary,m,24
E49890,region_31,Master's & above,f,32
E52238,region_32,Bachelor's,m,30
E18345,region_25,Bachelor's,m,32
E41231,region_23,Bachelor's,m,36
E57293,region_1,Bachelor's,m,34
E3449,region_13,Master's & above,m,39
E41627,region_15,Master's & above,m,47
E47610,region_2,Master's & above,m,50
E56597,region_2,,f,47
E11981,region_7,Master's & above,f,43
E31865,region_30,Bachelor's,m,32
E61828,region_16,Bachelor's,f,34
E72181,region_31,Bachelor's,m,37
E12745,region_22,Bachelor's,f,33
E7538,region_7,Bachelor's,m,30
E49484,region_22,Master's & above,f,36
E78124,region_27,Bachelor's,m,34
E67694,region_11,Bachelor's,f,32
E49798,region_31,Master's & above,m,33
E42365,region_13,Master's & above,m,49
E48920,region_7,Master's & above,m,55
E14853,region_14,Bachelor's,f,33
E37437,region_2,Bachelor's,f,37
E25536,region_15,Bachelor's,m,28
E69457,region_11,Master's & above,m,34
E29025,region_7,Master's & above,m,52
E6220,region_22,,m,29
E51799,region_2,Bachelor's,m,27
E72869,region_10,Bachelor's,m,30
E48372,region_2,Master's & above,m,34
E21242,region_2,Master's & above,m,56
E44764,region_32,Bachelor's,f,42
E76651,region_2,Bachelor's,f,40
E41115,region_15,Bachelor's,m,36
E48494,region_2,Bachelor's,f,27
E25500,region_16,Master's & above,m,36
E9321,region_11,Bachelor's,m,27
E32119,region_22,Bachelor's,f,33
E58523,region_34,Bachelor's,m,32
E12377,region_13,Bachelor's,m,36
E77942,region_21,Bachelor's,m,29
E41095,region_31,Master's & above,f,34
E57417,region_19,Bachelor's,m,38
E65169,region_2,Bachelor's,f,42
E4413,region_7,Bachelor's,m,28
E10148,region_10,Master's & above,f,36
E53871,region_11,Bachelor's,m,31
E44353,region_26,Bachelor's,f,26
E42379,region_14,Bachelor's,Male,39
E64851,region_27,Bachelor's,m,36
E16274,region_31,Bachelor's,f,36
E23201,region_34,Master's & above,m,32
E42217,region_2,Bachelor's,f,55
E74681,region_12,Bachelor's,m,38
E33307,region_31,Bachelor's,m,29
E1674,region_16,Bachelor's,f,34
E27721,region_22,Bachelor's,m,55
E43261,region_4,Bachelor's,m,34
E53923,region_22,Bachelor's,m,29
E9891,region_20,Bachelor's,m,28
E60864,region_20,Master's & above,f,32
E35398,region_4,Master's & above,m,35
E52923,region_29,Bachelor's,f,27
E63467,region_15,Master's & above,m,43
E37994,region_2,Bachelor's,m,27
E20772,region_29,Master's & above,m,41
E41636,region_29,Bachelor's,f,28
E72906,region_5,Master's & above,m,36
E41488,region_2,Master's & above,f,36
E32401,region_7,Bachelor's,m,30
E72224,region_22,Bachelor's,m,38
E45936,region_22,Bachelor's,m,42
E28699,region_2,Master's & above,f,41
E24312,region_1,Master's & above,m,30
E61709,region_27,Bachelor's,m,33
E69406,region_16,Bachelor's,f,28
E68977,region_26,Master's & above,m,32
E77253,region_26,Bachelor's,m,25
E27109,region_27,Bachelor's,m,25
E52340,region_16,,m,21
E63296,region_26,Bachelor's,m,52
E59302,region_13,Master's & above,f,49
E28771,region_27,Master's & above,f,36
E77644,region_22,Bachelor's,m,36
E39868,region_2,Bachelor's,m,60
E60448,region_15,Bachelor's,m,40
E76197,region_24,Master's & above,m,33
E63584,region_2,Bachelor's,m,29
E68292,region_2,Bachelor's,m,25
E72731,region_15,Bachelor's,m,37
E64349,region_22,Bachelor's,m,34
E59955,region_7,Master's & above,f,43
E66500,region_15,Bachelor's,m,46
E59542,region_16,Bachelor's,m,30
E69311,region_28,Bachelor's,m,26
E19458,region_2,,m,37
E7440,region_6,Bachelor's,m,28
E42012,region_2,Bachelor's,m,57
E46354,region_26,Bachelor's,f,28
E64657,region_7,,m,31
E44570,region_15,Master's & above,m,37
E52565,region_27,Bachelor's,m,26
E40017,region_2,Bachelor's,f,52
E72630,region_26,,m,36
E19611,region_2,Master's & above,m,34
E12187,region_30,Bachelor's,f,30
E42216,region_26,Bachelor's,f,25
E34386,region_2,Below Secondary,m,22
E70751,region_7,Master's & above,m,36
E39061,region_20,Bachelor's,m,30
E3711,region_27,Bachelor's,m,29
E37419,region_1,Master's & above,m,33
E35585,region_2,Bachelor's,m,36
E67750,region_22,,m,28
E65251,region_26,Bachelor's,m,29
E2533,region_4,Master's & above,m,36
E34078,region_2,Bachelor's,m,60
E36449,region_17,Bachelor's,m,29
E29774,region_22,Bachelor's,m,29
E34193,region_19,Bachelor's,f,38
E34571,region_7,Bachelor's,m,35
E74769,region_4,Bachelor's,m,30
E61693,region_7,Master's & above,f,42
E37999,region_4,Bachelor's,m,32
E56474,region_2,Bachelor's,f,38
E19022,region_7,Bachelor's,m,30
E70013,region_31,Bachelor's,male,26
E15300,region_20,Bachelor's,m,37
E60729,region_20,Master's & above,f,46
E71372,region_7,Bachelor's,m,35
E54185,region_2,Bachelor's,m,27
E68001,region_20,Bachelor's,m,26
E39657,region_29,Bachelor's,m,26
E3383,region_26,Bachelor's,m,28
E835,region_31,Bachelor's,f,29
E8484,region_9,Master's & above,m,33
E61618,region_11,Master's & above,m,40
E40507,region_20,Bachelor's,m,32
E15165,region_7,Master's & above,m,33
E60115,region_13,Bachelor's,m,47
E18671,region_20,Master's & above,f,32
E38031,region_2,Bachelor's,m,34
E18419,region_5,Bachelor's,m,26
E25129,region_1,Master's & above,f,40
E64666,region_2,Bachelor's,m,54
E60068,region_22,Bachelor's,f,27
E69203,region_15,Bachelor's,f,37
E9913,region_13,Bachelor's,m,30
E77104,region_1,Bachelor's,m,30
E16769,region_2,Below Secondary,m,24
E21810,region_10,Bachelor's,m,26
E38878,region_28,Bachelor's,m,25
E54369,region_30,Bachelor's,f,39
E4157,region_20,Bachelor's,m,31
E27236,region_7,Master's & above,m,34
E16015,region_15,Master's & above,m,38
E58331,region_23,Master's & above,m,33
E69832,region_15,Master's & above,m,53
E21141,region_1,Master's & above,f,31
E36132,region_9,Bachelor's,m,31
E66641,region_2,Bachelor's,f,37
E49836,region_5,Bachelor's,m,46
E32840,region_7,Master's & above,m,54
E2507,region_2,Master's & above,m,36
E15453,region_2,Bachelor's,f,51
E63142,region_22,Bachelor's,m,28
E64515,region_12,Bachelor's,m,42
E52882,region_2,Bachelor's,m,55
E47687,region_26,Bachelor's,m,37
E49654,region_7,Bachelor's,f,31
E52450,region_17,Bachelor's,f,29
E18167,region_11,Master's & above,m,34
E45625,region_5,Bachelor's,female,36
E9721,region_22,Master's & above,f,35
E32910,region_22,Bachelor's,m,31
E46404,region_20,Bachelor's,m,30
E59651,region_22,Master's & above,m,59
E18975,region_19,Bachelor's,f,36
E28282,region_2,Bachelor's,f,28
E22270,region_28,Master's & above,m,36
E31282,region_24,Bachelor's,m,33
E49426,region_7,Master's & above,m,36
E473,region_9,Bachelor's,m,28
E35176,region_2,Master's & above,f,60
E60111,region_2,Bachelor's,f,38
E69388,region_15,Bachelor's,f,30
E28417,region_2,Bachelor's,m,44
E1635,region_7,Bachelor's,m,48
E45854,region_26,Bachelor's,m,31
E60916,region_10,Master's & above,f,31
E66292,region_31,Bachelor's,m,36
E28556,region_22,Master's & above,f,33
E11333,region_30,Bachelor's,f,31
E42916,region_7,Bachelor's,m,34
E28869,region_22,Bachelor's,m,37
E65346,region_30,Bachelor's,m,34
E8962,region_22,Bachelor's,m,25
E46194,region_2,Bachelor's,m,26
E13331,region_14,Bachelor's,m,28
E48815,region_4,Bachelor's,f,35
E43647,region_15,,m,34
E67127,region_26,Master's & above,m,36
E6294,region_21,Bachelor's,f,37
E4560,region_15,Master's & above,m,36
E59545,region_16,Master's & above,m,49
E67496,region_2,Master's & above,m,57
E57257,region_26,Bachelor's,m,38
E72413,region_4,Bachelor's,f,28
E29446,region_8,Bachelor's,m,32
E56493,region_7,Bachelor's,m,40
E51556,region_2,Bachelor's,m,54
E4932,region_7,Bachelor's,f,60
E67003,region_23,Bachelor's,m,34
E20130,region_2,Bachelor's,f,33
E28226,region_15,Bachelor's,m,30
E70982,region_2,Bachelor's,m,25
E53761,region_2,Below Secondary,m,28
E72146,region_2,Master's & above,m,37
E3764,region_4,Bachelor's,f,39
E47481,region_13,Bachelor's,m,34
E27415,region_30,Bachelor's,m,36
E33530,region_2,Bachelor's,f,33
E38202,region_17,Bachelor's,f,26
E77350,region_19,Bachelor's,f,39
E9453,region_7,Bachelor's,m,31
E58948,region_22,Bachelor's,m,26
E30124,region_3,Bachelor's,m,27
E56909,region_32,Bachelor's,m,29
E64059,region_10,Master's & above,m,33
E22927,region_7,Bachelor's,m,37
E33842,region_2,Master's & above,m,42
E33487,region_2,Master's & above,f,32
E67892,region_21,Bachelor's,m,28
E43290,region_26,Master's & above,m,38
E42380,region_22,Bachelor's,m,37
E33214,region_25,Master's & above,m,35
E78136,region_23,Bachelor's,f,29
E30755,region_2,Bachelor's,f,28
E72313,region_2,,m,29
E24501,region_7,Bachelor's,m,29
E25950,region_34,Bachelor's,m,29
E43550,region_2,Bachelor's,m,34
E51709,region_13,Bachelor's,m,35
E62867,region_22,Bachelor's,f,38
E67462,region_2,,m,59
E16678,region_2,Bachelor's,f,32
E11688,region_5,Below Secondary,f,24
E22568,region_22,Bachelor's,m,28
E45488,region_15,Bachelor's,m,35
E21430,region_15,Bachelor's,m,41
E63268,region_9,Master's & above,m,30
E23147,region_27,Bachelor's,m,33
E41349,region_20,Bachelor's,m,40
E60784,region_23,Master's & above,m,40
E55022,region_29,Bachelor's,m,37
E66308,region_25,Master's & above,m,36
E7030,region_31,Bachelor's,f,32
E32002,region_7,Bachelor's,m,26
E28492,region_16,Bachelor's,m,32
E52670,region_15,Master's & above,m,36
E3314,region_7,Bachelor's,m,26
E41634,region_2,Bachelor's,f,22
E53424,region_16,Bachelor's,m,36
E50767,region_22,Bachelor's,f,26
E29313,region_22,Bachelor's,m,28
E54280,region_28,Master's & above,m,33
E74975,region_11,Bachelor's,f,40
E71624,region_7,Bachelor's,m,38
E17027,region_3,Bachelor's,m,31
E45170,region_2,Bachelor's,m,27
E50888,region_22,,m,28
E62376,region_2,Bachelor's,m,32
E39446,region_20,Master's & above,f,37
E57909,region_30,Bachelor's,m,36
E73802,region_14,Bachelor's,f,53
E53262,region_22,Bachelor's,f,27
E19418,region_11,Master's & above,m,44
E3123,region_2,Below Secondary,m,25
E12424,region_27,Bachelor's,m,33
E438,region_31,Master's & above,m,33
E25404,region_15,Bachelor's,m,32
E3030,region_14,Bachelor's,m,48
E56074,region_29,Bachelor's,m,35
E24288,region_3,Master's & above,f,36
E45292,region_7,Bachelor's,male,32
E62384,region_27,Bachelor's,m,26
E58873,region_15,Bachelor's,m,22
E64655,region_2,Bachelor's,f,59
E36839,region_32,Bachelor's,m,27
E62545,region_30,Bachelor's,m,25
E55448,region_7,Bachelor's,f,45
E46952,region_13,Master's & above,m,40
E64169,region_2,Master's & above,m,53
E10633,region_2,Bachelor's,f,36
E57346,region_2,Master's & above,m,57
E58650,region_28,Bachelor's,m,34
E17794,region_25,Bachelor's,f,29
E11642,region_11,Bachelor's,m,26
E72081,region_4,Master's & above,m,32
E64198,region_28,Bachelor's,m,28
E24423,region_2,Bachelor's,f,27
E42691,region_31,Master's & above,m,34
E40486,region_5,Master's & above,m,46
E37656,region_27,Bachelor's,m,28
E67056,region_22,Bachelor's,m,27
E46400,region_8,,m,29
E12419,region_1,Master's & above,f,35
E60279,region_28,Bachelor's,m,37
E66022,region_9,Bachelor's,m,25
E10502,region_29,Bachelor's,m,30
E78220,region_29,Master's & above,m,38
E10978,region_19,,m,33
E67955,region_5,Bachelor's,m,36
E64228,region_24,Bachelor's,m,28
E64427,region_22,Bachelor's,f,34
E49317,region_7,Master's & above,f,36
E29139,region_2,Master's & above,m,51
E70418,region_2,Bachelor's,f,46
E57214,region_9,Bachelor's,m,32
E21659,region_15,Master's & above,m,41
E31996,region_2,Bachelor's,m,37
E68849,region_22,Bachelor's,f,36
E32873,region_16,Master's & above,f,38
E62658,region_2,,f,20
E46330,region_14,Master's & above,f,35
E45216,region_28,Bachelor's,m,32
E13121,region_9,Bachelor's,m,20
E27459,region_22,Master's & above,m,34
E75780,region_22,Bachelor's,m,48
E74039,region_27,Bachelor's,m,28
E39345,region_22,Bachelor's,m,28
E20457,region_7,Master's & above,m,33
E49864,region_22,Bachelor's,f,26
E73631,region_14,Bachelor's,m,34
E39912,region_22,Bachelor's,f,31
E27450,region_8,Bachelor's,m,31
E22812,region_8,Bachelor's,m,34
E68341,region_15,Bachelor's,m,30
E28904,region_11,Master's & above,m,32
E66273,region_13,Bachelor's,m,27
E72232,region_23,Bachelor's,m,30
E41524,region_11,Master's & above,m,41
E63902,region_22,Bachelor's,f,27
E27580,region_15,Master's & above,m,33
E73278,region_2,Master's & above,f,43
E59293,region_2,Bachelor's,f,25
E15082,region_15,Master's & above,m,32
E13534,region_29,Bachelor's,f,33
E36892,region_10,Master's & above,f,38
E41703,region_22,Bachelor's,m,31
E34449,region_33,Bachelor's,m,53
E70271,region_2,Master's & above,m,54
E58193,region_22,Master's & above,m,35
E7017,region_2,Bachelor's,m,34
E8107,region_4,Bachelor's,m,25
E63162,region_17,Master's & above,f,35
E17225,region_7,Bachelor's,m,32
E901,region_27,Master's & above,f,39
E49348,region_7,Master's & above,m,31
E31697,region_24,Bachelor's,m,31
E32352,region_2,Master's & above,m,50
E62088,region_7,Master's & above,f,45
E27707,region_19,Master's & above,m,40
E73979,region_2,Bachelor's,m,37
E32746,region_15,Bachelor's,f,32
E59886,region_5,Bachelor's,m,28
E39640,region_2,Master's & above,f,48
E27769,region_2,Bachelor's,m,29
E65596,region_8,Bachelor's,m,33
E12675,region_30,Bachelor's,m,32
E77624,region_2,Bachelor's,m,59
E35849,region_13,Master's & above,f,32
E56334,region_2,,m,26
E49126,region_15,Bachelor's,m,29
E7883,region_22,Bachelor's,m,28
E15124,region_17,Bachelor's,f,40
E6464,region_22,Master's & above,m,32
E17342,region_2,Bachelor's,f,53
E18853,region_9,Bachelor's,m,25
E22500,region_22,Bachelor's,m,29
E76593,region_2,Master's & above,m,58
E62040,region_20,Bachelor's,f,30
E15409,region_2,Master's & above,f,41
E16033,region_15,Bachelor's,m,29
E52531,region_2,Master's & above,m,36
E72564,region_16,Master's & above,m,31
E76953,region_27,Bachelor's,m,35
E65574,region_27,Bachelor's,m,32
E65004,region_2,,m,25
E71309,region_22,Below Secondary,m,24
E65340,region_15,Master's & above,m,47
E33886,region_13,Bachelor's,f,39
E47825,region_22,Bachelor's,m,27
E24092,region_31,Bachelor's,m,40
E47213,region_20,Bachelor's,m,31
E34954,region_2,Master's & above,f,32
E78160,region_15,Bachelor's,m,36
E43276,region_2,Bachelor's,m,30
E70447,region_32,Bachelor's,m,33
E40531,region_23,Bachelor's,m,36
E66278,region_26,Bachelor's,f,36
E4062,region_23,Master's & above,m,44
E66867,region_16,Bachelor's,f,31
E49121,region_26,Bachelor's,m,28
E17970,region_18,Bachelor's,m,38
E7599,region_7,Master's & above,m,34
E59283,region_9,Bachelor's,m,25
E393,region_7,Bachelor's,m,27
E34593,region_14,Bachelor's,m,39
E40895,region_2,Master's & above,f,34
E2513,region_9,Master's & above,m,33
E76623,region_22,,m,27
E51443,region_13,Master's & above,m,50
E34232,region_2,Bachelor's,m,44
E18962,region_20,Bachelor's,f,27
E9189,region_2,Bachelor's,m,46
E67164,region_2,Master's & above,f,36
E6987,region_17,Master's & above,f,34
E28741,region_7,Bachelor's,m,55
E55019,region_16,Bachelor's,f,59
E41875,region_22,,m,25
E15136,region_2,,m,24
E76594,region_15,Bachelor's,m,31
E64714,region_18,Bachelor's,m,27
E2710,region_25,Master's & above,m,34
E27581,region_29,Bachelor's,m,27
E29235,region_2,Master's & above,m,47
E81,region_4,Master's & above,m,32
E28424,region_1,Master's & above,m,37
E38208,region_28,Bachelor's,m,28
E62663,region_20,Master's & above,f,38
E34407,region_6,,m,25
E75820,region_10,Master's & above,m,53
E69871,region_2,Bachelor's,m,26
E22360,region_2,Bachelor's,m,50
E14946,region_2,Bachelor's,m,56
E62843,region_2,,m,28
E26958,region_31,Bachelor's,m,30
E60343,region_15,Master's & above,m,42
E35067,region_2,Below Secondary,m,30
E65490,region_33,Bachelor's,m,30
E18598,region_7,Bachelor's,m,47
E36103,region_16,Bachelor's,f,31
E10445,region_2,Bachelor's,m,23
E22039,region_12,Master's & above,f,39
E78105,region_22,Master's & above,m,33
E36928,region_27,Bachelor's,m,26
E64128,region_22,Master's & above,F,47
E70215,region_22,Bachelor's,m,29
E28170,region_7,Bachelor's,m,34
E5218,region_26,Bachelor's,f,30
E36724,region_16,Bachelor's,f,33
E41611,region_25,Bachelor's,m,30
E20193,region_2,Master's & above,f,41
E14697,region_30,Bachelor's,m,27
E7989,region_22,Master's & above,f,32
E36459,region_25,Bachelor's,m,33
E60396,region_2,Master's & above,f,50
E58700,region_28,Bachelor's,m,30
E58697,region_1,Bachelor's,m,29
E33766,region_8,Bachelor's,f,26
E11614,region_4,Bachelor's,m,35
E32116,region_19,Bachelor's,f,35
E74851,region_26,Bachelor's,m,25
E18938,region_11,Bachelor's,m,28
E8509,region_7,Master's & above,m,38
E76451,region_13,Master's & above,m,36
E2428,region_26,Bachelor's,f,33
E27154,region_2,Bachelor's,m,60
E69748,region_31,Bachelor's,m,43
E8146,region_30,Bachelor's,m,27
E305,region_15,Bachelor's,m,44
E36568,region_11,Bachelor's,f,26
E50241,region_2,Bachelor's,female,55
E75796,region_2,Master's & above,m,40
E75370,region_6,Bachelor's,m,37
E57990,region_21,Bachelor's,m,29
E2539,region_26,Bachelor's,m,29
E8008,region_30,Bachelor's,m,27
E33909,region_2,Bachelor's,f,55
E37597,region_2,Master's & above,m,43
E3100,region_30,Bachelor's,m,42
E39137,region_7,Bachelor's,f,40
E36486,region_22,Bachelor's,f,31
E56985,region_2,Master's & above,f,36
E43508,region_13,Bachelor's,m,29
E29239,region_22,Master's & above,m,32
E21960,region_22,Bachelor's,f,25
E24490,region_2,Bachelor's,m,26
E15968,region_16,Bachelor's,f,32
E51414,region_4,Bachelor's,m,32
E37400,region_12,Bachelor's,m,33
E9126,region_16,Master's & above,m,48
E45269,region_22,Master's & above,f,46
E59176,region_7,Master's & above,f,37
E64945,region_26,Bachelor's,m,32
E76357,region_22,Bachelor's,m,32
E20155,region_19,Master's & above,m,37
E78133,region_4,Master's & above,m,52
E53572,region_28,Bachelor's,m,31
E48766,region_7,Bachelor's,f,24
E24438,region_25,Master's & above,m,38
E29210,region_32,Bachelor's,f,28
E78170,region_17,Bachelor's,m,27
E70917,region_16,Bachelor's,m,36
E77556,region_25,Master's & above,m,37
E999,region_21,Bachelor's,m,27
E5572,region_21,Bachelor's,f,30
E55942,region_31,Bachelor's,f,30
E60472,region_11,Bachelor's,m,32
E65813,region_19,Bachelor's,f,39
E72290,region_17,Bachelor's,f,60
E72607,region_31,Bachelor's,f,26
E33385,region_32,Bachelor's,m,27
E73204,region_7,Master's & above,m,36
E29865,region_29,Bachelor's,m,27
E26879,region_2,Bachelor's,m,59
E14799,region_25,Bachelor's,f,27
E8245,region_7,Master's & above,f,50
E75153,region_2,Master's & above,m,48
E74036,region_2,Master's & above,m,35
E50786,region_13,Master's & above,f,32
E77598,region_12,Bachelor's,m,27
E48479,region_24,Bachelor's,m,35
E7155,region_22,Bachelor's,m,24
E28236,region_7,Bachelor's,f,60
E34444,region_15,Bachelor's,m,32
E36980,region_6,Bachelor's,m,34
E73627,region_15,Bachelor's,f,36
E17508,region_19,Bachelor's,f,41
E10920,region_2,Master's & above,m,35
E3989,region_31,Bachelor's,f,28
E30968,region_23,Bachelor's,m,30
E70351,region_28,Bachelor's,m,34
E14473,region_21,Bachelor's,f,33
E4054,region_14,Bachelor's,f,35
E68389,region_22,Bachelor's,m,46
E15288,region_12,Bachelor's,m,29
E31753,region_6,,m,31
E43415,region_2,Master's & above,f,32
E30261,region_13,Master's & above,f,42
E76376,region_28,Master's & above,m,35
E63097,region_5,Bachelor's,f,30
E18854,region_22,Bachelor's,m,30
E42694,region_26,Bachelor's,f,29
E2245,region_2,Master's & above,m,43
E51034,region_22,Bachelor's,m,29
E56553,region_1,Master's & above,m,33
E76218,region_26,,m,28
E75603,region_30,Bachelor's,m,37
E67247,region_12,Bachelor's,m,27
E33661,region_24,Bachelor's,f,30
E77687,region_3,Bachelor's,m,34
E63770,region_2,Bachelor's,f,52
E2874,region_22,Bachelor's,m,46
E73269,region_27,Bachelor's,m,33
E17854,region_15,Bachelor's,m,46
E17885,region_13,Bachelor's,m,38
E66812,region_15,Bachelor's,m,35
E59765,region_7,,m,36
E31245,region_7,Master's & above,f,45
E41057,region_2,Bachelor's,f,31
E69106,region_4,Bachelor's,f,33
E58428,region_2,Bachelor's,m,44
E62329,region_2,Bachelor's,m,48
E68748,region_2,Master's & above,f,34
E59692,region_2,Bachelor's,f,33
E22780,region_7,Bachelor's,m,47
E66203,region_31,Undergraduate,Male,36
E10705,region_23,Master's & above,f,31
E62988,region_2,Master's & above,m,37
E75998,region_2,Bachelor's,m,48
E55387,region_13,Bachelor's,f,37
E71454,region_4,Bachelor's,m,39
E58611,region_24,Bachelor's,m,24
E3132,region_15,Bachelor's,m,35
E32157,region_15,Bachelor's,m,30
E47237,region_14,,m,25
E60259,region_1,Bachelor's,m,28
E24989,region_8,Master's & above,m,36
E69030,region_2,Bachelor's,m,58
E64675,region_2,Master's & above,m,50
E68815,region_22,Bachelor's,m,29
E31588,region_22,Bachelor's,m,30
E16067,region_16,Bachelor's,m,30
E47222,region_16,Bachelor's,m,30
E65578,region_2,Master's & above,m,43
E63880,region_2,Bachelor's,m,35
E22145,region_13,Bachelor's,m,31
E23986,region_26,Bachelor's,m,37
E17496,region_20,Bachelor's,m,39
E15694,region_9,Master's & above,m,32
E68883,region_16,Bachelor's,m,32
E26242,region_28,Bachelor's,f,26
E59146,region_4,Bachelor's,m,28
E35649,region_5,Bachelor's,m,33
E5006,region_7,Master's & above,m,40
E62699,region_23,Bachelor's,m,32
E49730,region_2,Bachelor's,m,24
E16064,region_15,Bachelor's,m,30
E8553,region_11,Bachelor's,m,28
E20297,region_7,Bachelor's,m,31
E33585,region_2,Bachelor's,f,34
E70112,region_24,Master's & above,f,37
E11754,region_19,Bachelor's,m,46
E25591,region_14,Bachelor's,m,43
E11388,region_2,Master's & above,m,40
E68650,region_1,Bachelor's,m,29
E62358,region_15,Bachelor's,m,36
E45271,region_22,Bachelor's,f,29
E13804,region_2,Bachelor's,f,32
E11812,region_22,Bachelor's,m,30
E47183,region_1,Bachelor's,m,26
E10395,region_22,Bachelor's,f,30
E7899,region_2,,m,48
E24821,region_10,Master's & above,m,30
E60194,region_6,Bachelor's,m,27
E25384,region_14,Bachelor's,m,36
E14987,region_22,Bachelor's,f,32
E16418,region_28,Master's & above,m,30
E27123,region_22,Bachelor's,m,27
E69718,region_28,Master's & above,f,33
E75135,region_31,Bachelor's,f,28
E68713,region_22,Bachelor's,f,24
E57248,region_27,Bachelor's,m,40
E45721,region_4,Master's & above,m,35
E15870,region_2,Bachelor's,m,58
E25528,region_2,Bachelor's,f,42
E31782,region_21,Bachelor's,m,29
E51062,region_32,Bachelor's,m,26
E14178,region_22,Bachelor's,m,26
E72713,region_13,Bachelor's,f,31
E11691,region_2,Below Secondary,m,25
E11738,region_12,Bachelor's,m,30
E27843,region_2,Master's & above,m,44
E68256,region_13,Bachelor's,f,34
E9945,region_22,Bachelor's,f,27
E65741,region_25,Master's & above,m,34
E9098,region_7,Bachelor's,f,26
E39373,region_2,Bachelor's,f,60
E55089,region_31,Bachelor's,f,25
E20787,region_15,Bachelor's,m,35
E54831,region_22,Bachelor's,m,25
E43028,region_29,Bachelor's,f,31
E23576,region_30,Master's & above,m,45
E22151,region_11,Bachelor's,m,30
E53129,region_22,Master's & above,m,36
E36505,region_20,Bachelor's,m,26
E5518,region_22,Bachelor's,f,34
E70550,region_22,Bachelor's,f,27
E77134,region_7,Bachelor's,m,39
E18967,region_7,Master's & above,m,37
E37040,region_11,Bachelor's,f,36
E71637,region_7,Master's & above,m,44
E73998,region_7,Master's & above,m,35
E54733,region_22,Bachelor's,m,26
E26446,region_7,Bachelor's,f,23
E50191,region_22,Bachelor's,m,26
E2651,region_2,Bachelor's,m,24
E24608,region_28,Bachelor's,m,35
E69994,region_19,Bachelor's,m,32
E13255,region_21,Bachelor's,m,25
E6566,region_22,Bachelor's,m,27
E42623,region_16,Bachelor's,m,33
E76440,region_2,Bachelor's,m,32
