,energy_demand,Datetime
37653,17.2,2020-02-06 04:30:00 
37654,28.1,2020-02-06 04:45:00 
37655,34.4,2020-02-06 05:00:00 
37656,10.9,2020-02-06 05:15:00 
37657,17.5,2020-02-06 05:30:00 
37658,26.0,2020-02-06 05:45:00 
37659,34.6,2020-02-06 06:00:00 
37660,10.2,2020-02-06 06:15:00 
37661,19.3,2020-02-06 06:30:00 
37662,27.3,2020-02-06 06:45:00 
37663,35.3,2020-02-06 07:00:00 
37664,7.3,2020-02-06 07:15:00 
37665,14.1,2020-02-06 07:30:00 
37666,19.2,2020-02-06 07:45:00 
37667,26.6,2020-02-06 08:00:00 
37668,7.1,2020-02-06 08:15:00 
37669,11.2,2020-02-06 08:30:00 
37670,18.0,2020-02-06 08:45:00 
37671,24.6,2020-02-06 09:00:00 
37672,4.4,2020-02-06 09:15:00 
37673,11.2,2020-02-06 09:30:00 
37674,15.4,2020-02-06 09:45:00 
37675,20.7,2020-02-06 10:00:00 
37676,5.8,2020-02-06 10:15:00 
37677,11.6,2020-02-06 10:30:00 
37678,15.7,2020-02-06 10:45:00 
37679,20.8,2020-02-06 11:00:00 
37680,6.0,2020-02-06 11:15:00 
37681,9.8,2020-02-06 11:30:00 
37682,16.0,2020-02-06 11:45:00 
37683,21.4,2020-02-06 12:00:00 
37684,3.8,2020-02-06 12:15:00 
37685,10.0,2020-02-06 12:30:00 
37686,13.8,2020-02-06 12:45:00 
37687,19.0,2020-02-06 13:00:00 
37688,5.0,2020-02-06 13:15:00 
37689,9.7,2020-02-06 13:30:00 
37690,13.9,2020-02-06 13:45:00 
37691,19.0,2020-02-06 14:00:00 
37692,5.1,2020-02-06 14:15:00 
37693,9.0,2020-02-06 14:30:00 
37694,14.2,2020-02-06 14:45:00 
37695,18.2,2020-02-06 15:00:00 
37696,4.4,2020-02-06 15:15:00 
37697,9.5,2020-02-06 15:30:00 
37698,13.1,2020-02-06 15:45:00 
37699,18.6,2020-02-06 16:00:00 
37700,3.9,2020-02-06 16:15:00 
37701,9.1,2020-02-06 16:30:00 
37702,13.4,2020-02-06 16:45:00 
37703,18.5,2020-02-06 17:00:00 
37704,4.0,2020-02-06 17:15:00 
37705,10.0,2020-02-06 17:30:00 
37706,14.2,2020-02-06 17:45:00 
37707,19.3,2020-02-06 18:00:00 
37708,6.2,2020-02-06 18:15:00 
37709,10.0,2020-02-06 18:30:00 
37710,15.1,2020-02-06 18:45:00 
37711,20.1,2020-02-06 19:00:00 
37712,5.1,2020-02-06 19:15:00 
37713,9.6,2020-02-06 19:30:00 
37714,16.1,2020-02-06 19:45:00 
37715,21.5,2020-02-06 20:00:00 
37716,5.6,2020-02-06 20:15:00 
37717,11.8,2020-02-06 20:30:00 
37718,16.3,2020-02-06 20:45:00 
37719,22.7,2020-02-06 21:00:00 
37720,5.0,2020-02-06 21:15:00 
37721,10.7,2020-02-06 21:30:00 
37722,16.2,2020-02-06 21:45:00 
37723,22.5,2020-02-06 22:00:00 
37724,6.0,2020-02-06 22:15:00 
37725,11.5,2020-02-06 22:30:00 
37726,17.6,2020-02-06 22:45:00 
37727,23.7,2020-02-06 23:00:00 
37728,5.8,2020-02-06 23:15:00 
37729,11.8,2020-02-06 23:30:00 
37730,17.9,2020-02-06 23:45:00 
37731,23.4,2020-02-07 00:00:00 
37732,6.2,2020-02-07 00:15:00 
37733,12.8,2020-02-07 00:30:00 
37734,19.5,2020-02-07 00:45:00 
37735,25.7,2020-02-07 01:00:00 
37736,6.9,2020-02-07 01:15:00 
37737,14.4,2020-02-07 01:30:00 
37738,20.9,2020-02-07 01:45:00 
37739,28.4,2020-02-07 02:00:00 
37740,6.4,2020-02-07 02:15:00 
37741,13.3,2020-02-07 02:30:00 
37742,20.7,2020-02-07 02:45:00 
37743,27.8,2020-02-07 03:00:00 
37744,7.2,2020-02-07 03:15:00 
37745,14.7,2020-02-07 03:30:00 
37746,22.1,2020-02-07 03:45:00 
37747,29.4,2020-02-07 04:00:00 
37748,8.9,2020-02-07 04:15:00 
37749,15.7,2020-02-07 04:30:00 
37750,23.3,2020-02-07 04:45:00 
37751,31.2,2020-02-07 05:00:00 
37752,7.3,2020-02-07 05:15:00 
37753,15.1,2020-02-07 05:30:00 
37754,22.2,2020-02-07 05:45:00 
37755,29.8,2020-02-07 06:00:00 
37756,7.7,2020-02-07 06:15:00 
37757,14.1,2020-02-07 06:30:00 
37758,21.6,2020-02-07 06:45:00 
37759,28.9,2020-02-07 07:00:00 
37760,6.6,2020-02-07 07:15:00 
37761,11.2,2020-02-07 07:30:00 
37762,18.3,2020-02-07 07:45:00 
37763,23.9,2020-02-07 08:00:00 
37764,5.8,2020-02-07 08:15:00 
37765,11.5,2020-02-07 08:30:00 
37766,17.6,2020-02-07 08:45:00 
37767,22.8,2020-02-07 09:00:00 
37768,4.5,2020-02-07 09:15:00 
37769,10.4,2020-02-07 09:30:00 
37770,15.5,2020-02-07 09:45:00 
37771,21.4,2020-02-07 10:00:00 
37772,4.8,2020-02-07 10:15:00 
37773,9.1,2020-02-07 10:30:00 
37774,14.9,2020-02-07 10:45:00 
37775,20.3,2020-02-07 11:00:00 
37776,3.9,2020-02-07 11:15:00 
37777,10.2,2020-02-07 11:30:00 
37778,14.0,2020-02-07 11:45:00 
37779,19.3,2020-02-07 12:00:00 
37780,6.1,2020-02-07 12:15:00 
37781,9.8,2020-02-07 12:30:00 
37782,14.8,2020-02-07 12:45:00 
37783,20.4,2020-02-07 13:00:00 
37784,4.0,2020-02-07 13:15:00 
37785,7.7,2020-02-07 13:30:00 
37786,11.8,2020-02-07 13:45:00 
37787,14.5,2020-02-07 14:00:00 
37788,2.4,2020-02-07 14:15:00 
37789,5.4,2020-02-07 14:30:00 
37790,7.8,2020-02-07 14:45:00 
37791,10.5,2020-02-07 15:00:00 
37792,2.8,2020-02-07 15:15:00 
37793,5.2,2020-02-07 15:30:00 
37794,7.8,2020-02-07 15:45:00 
37795,10.7,2020-02-07 16:00:00 
37796,2.4,2020-02-07 16:15:00 
37797,5.2,2020-02-07 16:30:00 
37798,7.8,2020-02-07 16:45:00 
37799,10.1,2020-02-07 17:00:00 
37800,2.9,2020-02-07 17:15:00 
37801,5.4,2020-02-07 17:30:00 
37802,7.8,2020-02-07 17:45:00 
37803,10.6,2020-02-07 18:00:00 
37804,2.4,2020-02-07 18:15:00 
37805,4.7,2020-02-07 18:30:00 
37806,7.8,2020-02-07 18:45:00 
37807,10.0,2020-02-07 19:00:00 
37808,2.2,2020-02-07 19:15:00 
37809,5.4,2020-02-07 19:30:00 
37810,7.8,2020-02-07 19:45:00 
37811,10.0,2020-02-07 20:00:00 
37812,3.0,2020-02-07 20:15:00 
37813,5.4,2020-02-07 20:30:00 
37814,7.8,2020-02-07 20:45:00 
37815,10.9,2020-02-07 21:00:00 
37816,2.1,2020-02-07 21:15:00 
37817,4.8,2020-02-07 21:30:00 
37818,7.6,2020-02-07 21:45:00 
37819,9.8,2020-02-07 22:00:00 
37820,2.7,2020-02-07 22:15:00 
37821,5.3,2020-02-07 22:30:00 
37822,7.6,2020-02-07 22:45:00 
37823,10.6,2020-02-07 23:00:00 
37824,2.5,2020-02-07 23:15:00 
37825,5.0,2020-02-07 23:30:00 
37826,7.9,2020-02-07 23:45:00 
37827,10.5,2020-02-08 00:00:00 
37828,2.8,2020-02-08 00:15:00 
37829,5.9,2020-02-08 00:30:00 
37830,8.7,2020-02-08 00:45:00 
37831,11.1,2020-02-08 01:00:00 
37832,3.1,2020-02-08 01:15:00 
37833,5.9,2020-02-08 01:30:00 
37834,8.6,2020-02-08 01:45:00 
37835,11.5,2020-02-08 02:00:00 
37836,2.8,2020-02-08 02:15:00 
37837,5.3,2020-02-08 02:30:00 
37838,7.7,2020-02-08 02:45:00 
37839,10.7,2020-02-08 03:00:00 
37840,2.4,2020-02-08 03:15:00 
37841,5.6,2020-02-08 03:30:00 
37842,8.5,2020-02-08 03:45:00 
37843,11.0,2020-02-08 04:00:00 
37844,2.6,2020-02-08 04:15:00 
37845,5.6,2020-02-08 04:30:00 
37846,7.9,2020-02-08 04:45:00 
37847,10.5,2020-02-08 05:00:00 
37848,3.1,2020-02-08 05:15:00 
37849,5.7,2020-02-08 05:30:00 
37850,8.2,2020-02-08 05:45:00 
37851,11.3,2020-02-08 06:00:00 
37852,2.4,2020-02-08 06:15:00 
37853,4.8,2020-02-08 06:30:00 
37854,7.8,2020-02-08 06:45:00 
37855,10.3,2020-02-08 07:00:00 
37856,2.4,2020-02-08 07:15:00 
37857,5.5,2020-02-08 07:30:00 
37858,7.8,2020-02-08 07:45:00 
37859,10.5,2020-02-08 08:00:00 
37860,2.9,2020-02-08 08:15:00 
37861,5.5,2020-02-08 08:30:00 
37862,7.9,2020-02-08 08:45:00 
37863,10.7,2020-02-08 09:00:00 
37864,2.8,2020-02-08 09:15:00 
37865,5.3,2020-02-08 09:30:00 
37866,8.6,2020-02-08 09:45:00 
37867,11.2,2020-02-08 10:00:00 
37868,2.5,2020-02-08 10:15:00 
37869,5.3,2020-02-08 10:30:00 
37870,8.0,2020-02-08 10:45:00 
37871,10.6,2020-02-08 11:00:00 
37872,2.7,2020-02-08 11:15:00 
37873,5.5,2020-02-08 11:30:00 
37874,7.9,2020-02-08 11:45:00 
37875,11.0,2020-02-08 12:00:00 
37876,2.6,2020-02-08 12:15:00 
37877,4.9,2020-02-08 12:30:00 
37878,8.0,2020-02-08 12:45:00 
37879,10.3,2020-02-08 13:00:00 
37880,2.5,2020-02-08 13:15:00 
37881,5.5,2020-02-08 13:30:00 
37882,8.3,2020-02-08 13:45:00 
37883,10.4,2020-02-08 14:00:00 
37884,3.2,2020-02-08 14:15:00 
37885,5.7,2020-02-08 14:30:00 
37886,8.1,2020-02-08 14:45:00 
37887,11.4,2020-02-08 15:00:00 
37888,2.3,2020-02-08 15:15:00 
37889,4.7,2020-02-08 15:30:00 
37890,7.9,2020-02-08 15:45:00 
37891,10.2,2020-02-08 16:00:00 
37892,2.5,2020-02-08 16:15:00 
37893,5.7,2020-02-08 16:30:00 
37894,7.9,2020-02-08 16:45:00 
37895,10.4,2020-02-08 17:00:00 
37896,3.3,2020-02-08 17:15:00 
37897,5.4,2020-02-08 17:30:00 
37898,7.8,2020-02-08 17:45:00 
37899,11.0,2020-02-08 18:00:00 
37900,2.2,2020-02-08 18:15:00 
37901,4.8,2020-02-08 18:30:00 
37902,7.7,2020-02-08 18:45:00 
37903,10.3,2020-02-08 19:00:00 
37904,2.3,2020-02-08 19:15:00 
37905,5.3,2020-02-08 19:30:00 
37906,7.8,2020-02-08 19:45:00 
37907,10.5,2020-02-08 20:00:00 
37908,3.0,2020-02-08 20:15:00 
37909,5.4,2020-02-08 20:30:00 
37910,8.0,2020-02-08 20:45:00 
37911,10.9,2020-02-08 21:00:00 
37912,2.6,2020-02-08 21:15:00 
37913,5.1,2020-02-08 21:30:00 
37914,8.2,2020-02-08 21:45:00 
37915,10.5,2020-02-08 22:00:00 
37916,2.9,2020-02-08 22:15:00 
37917,5.9,2020-02-08 22:30:00 
37918,8.2,2020-02-08 22:45:00 
37919,10.8,2020-02-08 23:00:00 
37920,2.9,2020-02-08 23:15:00 
37921,5.3,2020-02-08 23:30:00 
37922,7.9,2020-02-08 23:45:00 
37923,10.8,2020-02-09 00:00:00 
37924,2.5,2020-02-09 00:15:00 
37925,5.1,2020-02-09 00:30:00 
37926,7.9,2020-02-09 00:45:00 
37927,10.2,2020-02-09 01:00:00 
37928,2.6,2020-02-09 01:15:00 
37929,5.6,2020-02-09 01:30:00 
37930,7.8,2020-02-09 01:45:00 
37931,10.6,2020-02-09 02:00:00 
37932,3.0,2020-02-09 02:15:00 
37933,5.3,2020-02-09 02:30:00 
37934,7.9,2020-02-09 02:45:00 
37935,10.8,2020-02-09 03:00:00 
37936,2.3,2020-02-09 03:15:00 
37937,4.5,2020-02-09 03:30:00 
37938,7.7,2020-02-09 03:45:00 
37939,10.0,2020-02-09 04:00:00 
37940,2.3,2020-02-09 04:15:00 
37941,5.6,2020-02-09 04:30:00 
37942,7.9,2020-02-09 04:45:00 
37943,10.3,2020-02-09 05:00:00 
37944,3.1,2020-02-09 05:15:00 
37945,5.6,2020-02-09 05:30:00 
37946,7.9,2020-02-09 05:45:00 
37947,11.0,2020-02-09 06:00:00 
37948,2.4,2020-02-09 06:15:00 
37949,4.7,2020-02-09 06:30:00 
37950,7.6,2020-02-09 06:45:00 
37951,10.0,2020-02-09 07:00:00 
37952,2.5,2020-02-09 07:15:00 
37953,5.3,2020-02-09 07:30:00 
37954,7.9,2020-02-09 07:45:00 
37955,10.2,2020-02-09 08:00:00 
37956,3.1,2020-02-09 08:15:00 
37957,5.5,2020-02-09 08:30:00 
37958,7.9,2020-02-09 08:45:00 
37959,11.0,2020-02-09 09:00:00 
37960,2.5,2020-02-09 09:15:00 
37961,4.7,2020-02-09 09:30:00 
37962,7.7,2020-02-09 09:45:00 
37963,10.3,2020-02-09 10:00:00 
37964,2.6,2020-02-09 10:15:00 
37965,5.8,2020-02-09 10:30:00 
37966,8.3,2020-02-09 10:45:00 
37967,10.5,2020-02-09 11:00:00 
37968,3.3,2020-02-09 11:15:00 
37969,5.6,2020-02-09 11:30:00 
37970,7.9,2020-02-09 11:45:00 
37971,11.3,2020-02-09 12:00:00 
37972,2.3,2020-02-09 12:15:00 
37973,4.9,2020-02-09 12:30:00 
37974,7.8,2020-02-09 12:45:00 
37975,10.0,2020-02-09 13:00:00 
37976,2.7,2020-02-09 13:15:00 
37977,5.6,2020-02-09 13:30:00 
37978,8.0,2020-02-09 13:45:00 
37979,10.4,2020-02-09 14:00:00 
37980,3.3,2020-02-09 14:15:00 
37981,5.3,2020-02-09 14:30:00 
37982,8.0,2020-02-09 14:45:00 
37983,10.8,2020-02-09 15:00:00 
37984,2.2,2020-02-09 15:15:00 
37985,5.1,2020-02-09 15:30:00 
37986,7.7,2020-02-09 15:45:00 
37987,10.1,2020-02-09 16:00:00 
37988,2.7,2020-02-09 16:15:00 
37989,5.3,2020-02-09 16:30:00 
37990,7.6,2020-02-09 16:45:00 
37991,10.4,2020-02-09 17:00:00 
37992,2.9,2020-02-09 17:15:00 
37993,8.7,2020-02-09 17:30:00 
37994,17.4,2020-02-09 17:45:00 
37995,22.4,2020-02-09 18:00:00 
37996,5.5,2020-02-09 18:15:00 
37997,12.0,2020-02-09 18:30:00 
37998,15.4,2020-02-09 18:45:00 
37999,20.0,2020-02-09 19:00:00 
38000,5.9,2020-02-09 19:15:00 
38001,11.8,2020-02-09 19:30:00 
38002,17.8,2020-02-09 19:45:00 
38003,25.3,2020-02-09 20:00:00 
38004,5.9,2020-02-09 20:15:00 
38005,11.8,2020-02-09 20:30:00 
38006,18.8,2020-02-09 20:45:00 
38007,23.8,2020-02-09 21:00:00 
38008,6.2,2020-02-09 21:15:00 
38009,12.8,2020-02-09 21:30:00 
38010,19.9,2020-02-09 21:45:00 
38011,25.7,2020-02-09 22:00:00 
38012,6.3,2020-02-09 22:15:00 
38013,12.7,2020-02-09 22:30:00 
38014,19.3,2020-02-09 22:45:00 
38015,25.8,2020-02-09 23:00:00 
38016,5.7,2020-02-09 23:15:00 
38017,13.0,2020-02-09 23:30:00 
38018,20.0,2020-02-09 23:45:00 
38019,26.1,2020-02-10 00:00:00 
38020,7.9,2020-02-10 00:15:00 
38021,13.7,2020-02-10 00:30:00 
38022,20.5,2020-02-10 00:45:00 
38023,26.9,2020-02-10 01:00:00 
38024,6.7,2020-02-10 01:15:00 
38025,13.8,2020-02-10 01:30:00 
38026,21.0,2020-02-10 01:45:00 
38027,28.7,2020-02-10 02:00:00 
38028,7.2,2020-02-10 02:15:00 
38029,14.3,2020-02-10 02:30:00 
38030,20.9,2020-02-10 02:45:00 
38031,29.3,2020-02-10 03:00:00 
38032,6.9,2020-02-10 03:15:00 
38033,14.6,2020-02-10 03:30:00 
38034,23.4,2020-02-10 03:45:00 
38035,30.5,2020-02-10 04:00:00 
38036,9.4,2020-02-10 04:15:00 
38037,17.8,2020-02-10 04:30:00 
38038,25.9,2020-02-10 04:45:00 
38039,34.4,2020-02-10 05:00:00 
38040,6.8,2020-02-10 05:15:00 
38041,17.7,2020-02-10 05:30:00 
38042,26.0,2020-02-10 05:45:00 
38043,33.8,2020-02-10 06:00:00 
38044,7.2,2020-02-10 06:15:00 
38045,16.3,2020-02-10 06:30:00 
38046,22.8,2020-02-10 06:45:00 
38047,31.2,2020-02-10 07:00:00 
38048,7.2,2020-02-10 07:15:00 
38049,12.9,2020-02-10 07:30:00 
38050,19.8,2020-02-10 07:45:00 
38051,26.8,2020-02-10 08:00:00 
38052,5.9,2020-02-10 08:15:00 
38053,10.8,2020-02-10 08:30:00 
38054,13.3,2020-02-10 08:45:00 
38055,16.5,2020-02-10 09:00:00 
38056,2.7,2020-02-10 09:15:00 
38057,4.8,2020-02-10 09:30:00 
38058,8.2,2020-02-10 09:45:00 
38059,10.5,2020-02-10 10:00:00 
38060,2.3,2020-02-10 10:15:00 
38061,5.7,2020-02-10 10:30:00 
38062,8.1,2020-02-10 10:45:00 
38063,10.6,2020-02-10 11:00:00 
38064,2.9,2020-02-10 11:15:00 
38065,5.6,2020-02-10 11:30:00 
38066,8.0,2020-02-10 11:45:00 
38067,11.1,2020-02-10 12:00:00 
38068,2.4,2020-02-10 12:15:00 
38069,5.1,2020-02-10 12:30:00 
38070,8.2,2020-02-10 12:45:00 
38071,10.3,2020-02-10 13:00:00 
38072,2.9,2020-02-10 13:15:00 
38073,5.8,2020-02-10 13:30:00 
38074,8.2,2020-02-10 13:45:00 
38075,11.0,2020-02-10 14:00:00 
38076,2.7,2020-02-10 14:15:00 
38077,5.3,2020-02-10 14:30:00 
38078,8.3,2020-02-10 14:45:00 
38079,10.9,2020-02-10 15:00:00 
38080,2.3,2020-02-10 15:15:00 
38081,5.5,2020-02-10 15:30:00 
38082,8.0,2020-02-10 15:45:00 
38083,10.3,2020-02-10 16:00:00 
38084,3.3,2020-02-10 16:15:00 
38085,5.9,2020-02-10 16:30:00 
38086,8.4,2020-02-10 16:45:00 
38087,11.5,2020-02-10 17:00:00 
38088,2.5,2020-02-10 17:15:00 
38089,8.4,2020-02-10 17:30:00 
38090,17.5,2020-02-10 17:45:00 
38091,23.3,2020-02-10 18:00:00 
38092,4.5,2020-02-10 18:15:00 
38093,8.8,2020-02-10 18:30:00 
38094,12.1,2020-02-10 18:45:00 
38095,17.4,2020-02-10 19:00:00 
38096,4.2,2020-02-10 19:15:00 
38097,9.8,2020-02-10 19:30:00 
38098,18.0,2020-02-10 19:45:00 
38099,23.4,2020-02-10 20:00:00 
38100,5.5,2020-02-10 20:15:00 
38101,12.3,2020-02-10 20:30:00 
38102,18.7,2020-02-10 20:45:00 
38103,24.3,2020-02-10 21:00:00 
38104,6.3,2020-02-10 21:15:00 
38105,12.1,2020-02-10 21:30:00 
38106,18.3,2020-02-10 21:45:00 
38107,26.7,2020-02-10 22:00:00 
38108,6.9,2020-02-10 22:15:00 
38109,12.5,2020-02-10 22:30:00 
38110,20.3,2020-02-10 22:45:00 
38111,28.2,2020-02-10 23:00:00 
38112,5.5,2020-02-10 23:15:00 
38113,12.6,2020-02-10 23:30:00 
38114,18.8,2020-02-10 23:45:00 
38115,27.0,2020-02-11 00:00:00 
38116,8.3,2020-02-11 00:15:00 
38117,14.8,2020-02-11 00:30:00 
38118,21.1,2020-02-11 00:45:00 
38119,29.2,2020-02-11 01:00:00 
38120,7.1,2020-02-11 01:15:00 
38121,15.0,2020-02-11 01:30:00 
38122,22.3,2020-02-11 01:45:00 
38123,30.2,2020-02-11 02:00:00 
38124,7.3,2020-02-11 02:15:00 
38125,13.8,2020-02-11 02:30:00 
38126,24.0,2020-02-11 02:45:00 
38127,30.3,2020-02-11 03:00:00 
38128,8.7,2020-02-11 03:15:00 
38129,17.0,2020-02-11 03:30:00 
38130,25.0,2020-02-11 03:45:00 
38131,35.2,2020-02-11 04:00:00 
38132,11.8,2020-02-11 04:15:00 
38133,19.2,2020-02-11 04:30:00 
38134,26.4,2020-02-11 04:45:00 
38135,36.4,2020-02-11 05:00:00 
38136,10.4,2020-02-11 05:15:00 
38137,19.6,2020-02-11 05:30:00 
38138,28.3,2020-02-11 05:45:00 
38139,35.0,2020-02-11 06:00:00 
38140,10.3,2020-02-11 06:15:00 
38141,19.9,2020-02-11 06:30:00 
38142,26.1,2020-02-11 06:45:00 
38143,34.7,2020-02-11 07:00:00 
38144,5.1,2020-02-11 07:15:00 
38145,11.4,2020-02-11 07:30:00 
38146,19.3,2020-02-11 07:45:00 
38147,24.2,2020-02-11 08:00:00 
38148,6.5,2020-02-11 08:15:00 
38149,11.0,2020-02-11 08:30:00 
38150,13.8,2020-02-11 08:45:00 
38151,16.9,2020-02-11 09:00:00 
38152,2.4,2020-02-11 09:15:00 
38153,4.9,2020-02-11 09:30:00 
38154,8.0,2020-02-11 09:45:00 
38155,10.7,2020-02-11 10:00:00 
38156,2.6,2020-02-11 10:15:00 
38157,5.8,2020-02-11 10:30:00 
38158,8.3,2020-02-11 10:45:00 
38159,10.6,2020-02-11 11:00:00 
38160,3.3,2020-02-11 11:15:00 
38161,5.6,2020-02-11 11:30:00 
38162,8.1,2020-02-11 11:45:00 
38163,11.3,2020-02-11 12:00:00 
38164,2.2,2020-02-11 12:15:00 
38165,5.0,2020-02-11 12:30:00 
38166,8.2,2020-02-11 12:45:00 
38167,10.6,2020-02-11 13:00:00 
38168,2.3,2020-02-11 13:15:00 
38169,5.6,2020-02-11 13:30:00 
38170,7.9,2020-02-11 13:45:00 
38171,10.6,2020-02-11 14:00:00 
38172,3.1,2020-02-11 14:15:00 
38173,5.5,2020-02-11 14:30:00 
38174,8.1,2020-02-11 14:45:00 
38175,11.3,2020-02-11 15:00:00 
38176,2.3,2020-02-11 15:15:00 
38177,4.9,2020-02-11 15:30:00 
38178,8.0,2020-02-11 15:45:00 
38179,10.3,2020-02-11 16:00:00 
38180,2.8,2020-02-11 16:15:00 
38181,5.7,2020-02-11 16:30:00 
38182,8.0,2020-02-11 16:45:00 
38183,10.9,2020-02-11 17:00:00 
38184,2.9,2020-02-11 17:15:00 
38185,8.7,2020-02-11 17:30:00 
38186,15.6,2020-02-11 17:45:00 
38187,22.9,2020-02-11 18:00:00 
38188,3.1,2020-02-11 18:15:00 
38189,7.5,2020-02-11 18:30:00 
38190,12.3,2020-02-11 18:45:00 
38191,16.6,2020-02-11 19:00:00 
38192,5.0,2020-02-11 19:15:00 
38193,11.0,2020-02-11 19:30:00 
38194,17.1,2020-02-11 19:45:00 
38195,24.3,2020-02-11 20:00:00 
38196,5.8,2020-02-11 20:15:00 
38197,11.1,2020-02-11 20:30:00 
38198,18.0,2020-02-11 20:45:00 
38199,24.2,2020-02-11 21:00:00 
38200,5.8,2020-02-11 21:15:00 
38201,11.8,2020-02-11 21:30:00 
38202,17.9,2020-02-11 21:45:00 
38203,24.3,2020-02-11 22:00:00 
38204,6.6,2020-02-11 22:15:00 
38205,12.5,2020-02-11 22:30:00 
38206,19.0,2020-02-11 22:45:00 
38207,25.5,2020-02-11 23:00:00 
38208,6.0,2020-02-11 23:15:00 
38209,12.3,2020-02-11 23:30:00 
38210,19.2,2020-02-11 23:45:00 
38211,25.4,2020-02-12 00:00:00 
38212,6.6,2020-02-12 00:15:00 
38213,13.2,2020-02-12 00:30:00 
38214,21.0,2020-02-12 00:45:00 
38215,28.0,2020-02-12 01:00:00 
38216,8.2,2020-02-12 01:15:00 
38217,14.4,2020-02-12 01:30:00 
38218,23.0,2020-02-12 01:45:00 
38219,31.8,2020-02-12 02:00:00 
38220,5.9,2020-02-12 02:15:00 
38221,17.3,2020-02-12 02:30:00 
38222,23.2,2020-02-12 02:45:00 
38223,34.3,2020-02-12 03:00:00 
38224,6.8,2020-02-12 03:15:00 
38225,17.1,2020-02-12 03:30:00 
38226,24.3,2020-02-12 03:45:00 
38227,34.8,2020-02-12 04:00:00 
38228,8.3,2020-02-12 04:15:00 
38229,16.3,2020-02-12 04:30:00 
38230,25.2,2020-02-12 04:45:00 
38231,36.6,2020-02-12 05:00:00 
38232,9.2,2020-02-12 05:15:00 
38233,18.3,2020-02-12 05:30:00 
38234,29.1,2020-02-12 05:45:00 
38235,39.5,2020-02-12 06:00:00 
38236,7.8,2020-02-12 06:15:00 
38237,18.2,2020-02-12 06:30:00 
38238,25.6,2020-02-12 06:45:00 
38239,35.9,2020-02-12 07:00:00 
38240,5.0,2020-02-12 07:15:00 
38241,14.4,2020-02-12 07:30:00 
38242,19.5,2020-02-12 07:45:00 
38243,28.5,2020-02-12 08:00:00 
38244,5.0,2020-02-12 08:15:00 
38245,10.7,2020-02-12 08:30:00 
38246,13.8,2020-02-12 08:45:00 
38247,16.1,2020-02-12 09:00:00 
38248,3.0,2020-02-12 09:15:00 
38249,5.8,2020-02-12 09:30:00 
38250,8.2,2020-02-12 09:45:00 
38251,11.3,2020-02-12 10:00:00 
38252,2.7,2020-02-12 10:15:00 
38253,5.1,2020-02-12 10:30:00 
38254,8.3,2020-02-12 10:45:00 
38255,10.9,2020-02-12 11:00:00 
38256,2.4,2020-02-12 11:15:00 
38257,5.6,2020-02-12 11:30:00 
38258,8.1,2020-02-12 11:45:00 
38259,10.7,2020-02-12 12:00:00 
38260,3.2,2020-02-12 12:15:00 
38261,5.7,2020-02-12 12:30:00 
38262,8.1,2020-02-12 12:45:00 
38263,11.4,2020-02-12 13:00:00 
38264,2.6,2020-02-12 13:15:00 
38265,9.0,2020-02-12 13:30:00 
38266,17.8,2020-02-12 13:45:00 
38267,24.4,2020-02-12 14:00:00 
38268,4.9,2020-02-12 14:15:00 
38269,9.3,2020-02-12 14:30:00 
38270,14.5,2020-02-12 14:45:00 
38271,19.4,2020-02-12 15:00:00 
38272,5.1,2020-02-12 15:15:00 
38273,10.5,2020-02-12 15:30:00 
38274,15.5,2020-02-12 15:45:00 
38275,20.5,2020-02-12 16:00:00 
38276,5.4,2020-02-12 16:15:00 
38277,10.9,2020-02-12 16:30:00 
38278,16.4,2020-02-12 16:45:00 
38279,20.2,2020-02-12 17:00:00 
38280,5.8,2020-02-12 17:15:00 
38281,11.3,2020-02-12 17:30:00 
38282,15.6,2020-02-12 17:45:00 
38283,21.1,2020-02-12 18:00:00 
38284,5.1,2020-02-12 18:15:00 
38285,10.5,2020-02-12 18:30:00 
38286,14.8,2020-02-12 18:45:00 
38287,20.0,2020-02-12 19:00:00 
38288,5.4,2020-02-12 19:15:00 
38289,11.8,2020-02-12 19:30:00 
38290,18.0,2020-02-12 19:45:00 
38291,23.6,2020-02-12 20:00:00 
38292,6.1,2020-02-12 20:15:00 
38293,12.1,2020-02-12 20:30:00 
38294,18.5,2020-02-12 20:45:00 
38295,25.6,2020-02-12 21:00:00 
38296,6.2,2020-02-12 21:15:00 
38297,12.5,2020-02-12 21:30:00 
38298,19.4,2020-02-12 21:45:00 
38299,25.6,2020-02-12 22:00:00 
38300,6.7,2020-02-12 22:15:00 
38301,15.1,2020-02-12 22:30:00 
38302,21.6,2020-02-12 22:45:00 
38303,29.3,2020-02-12 23:00:00 
38304,8.4,2020-02-12 23:15:00 
38305,16.4,2020-02-12 23:30:00 
38306,23.6,2020-02-12 23:45:00 
38307,32.0,2020-02-13 00:00:00 
38308,7.8,2020-02-13 00:15:00 
38309,17.9,2020-02-13 00:30:00 
38310,28.0,2020-02-13 00:45:00 
38311,35.9,2020-02-13 01:00:00 
38312,11.6,2020-02-13 01:15:00 
38313,21.1,2020-02-13 01:30:00 
38314,30.8,2020-02-13 01:45:00 
38315,42.4,2020-02-13 02:00:00 
38316,6.9,2020-02-13 02:15:00 
38317,17.2,2020-02-13 02:30:00 
38318,30.0,2020-02-13 02:45:00 
